query,neighbor,distance,rank
c2_uuid_fa40c633.nc,c2_uuid_f544906f.nc,6.885755999156162,18
c2_uuid_fa40c633.nc,c2_uuid_ec81d97e.nc,9.064402312761423,19
c2_uuid_fbf4a196.nc,c2_uuid_ff53a69a.nc,1.905200165647154,1
c2_uuid_fbf4a196.nc,c2_uuid_a8aaadc4.nc,2.445445611372912,2
c2_uuid_fbf4a196.nc,c2_uuid_fca79975.nc,2.6282561298032228,3
c2_uuid_fbf4a196.nc,c2_uuid_d60e0f4a.nc,3.3440324147583382,4
c2_uuid_fbf4a196.nc,c2_uuid_aebda966.nc,3.7379039441118795,5
c2_uuid_fbf4a196.nc,c2_uuid_fa40c633.nc,4.502334685704312,6
c2_uuid_fbf4a196.nc,c2_uuid_49511e7b.nc,4.558958949798484,7
c2_uuid_fbf4a196.nc,c2_uuid_4df18da4.nc,4.584945103042116,8
c2_uuid_fbf4a196.nc,c2_uuid_aa20f8c4.nc,4.704769036758023,9
c2_uuid_fbf4a196.nc,c2_uuid_f544906f.nc,4.774537226400725,10
c2_uuid_fbf4a196.nc,c2_uuid_735327ae.nc,4.855689606595737,11
c2_uuid_fbf4a196.nc,c2_uuid_4b4eea26.nc,5.147548650096697,12
c2_uuid_fbf4a196.nc,c2_uuid_495c8cf2.nc,5.509614740922577,13
c2_uuid_fbf4a196.nc,c2_uuid_80ab3494.nc,5.537345123946182,14
c2_uuid_fbf4a196.nc,c2_uuid_4c0d80da.nc,5.81947124939893,15
c2_uuid_fbf4a196.nc,c2_uuid_eb59c68d.nc,6.0468580238246386,16
c2_uuid_fbf4a196.nc,c2_uuid_c6fae318.nc,6.3469579351131955,17
c2_uuid_fbf4a196.nc,c2_uuid_dc364aad.nc,6.520845400403867,18
c2_uuid_fbf4a196.nc,c2_uuid_ec81d97e.nc,8.994914647444565,19
c2_uuid_fca79975.nc,c2_uuid_aebda966.nc,1.7588416069158215,1
c2_uuid_fca79975.nc,c2_uuid_49511e7b.nc,2.4104551221091333,2
c2_uuid_fca79975.nc,c2_uuid_aa20f8c4.nc,2.4399218189145273,3
c2_uuid_fca79975.nc,c2_uuid_ff53a69a.nc,2.4625937048161872,4
c2_uuid_fca79975.nc,c2_uuid_a8aaadc4.nc,2.6040825720162433,5
c2_uuid_fca79975.nc,c2_uuid_fbf4a196.nc,2.6282561298032228,6
c2_uuid_fca79975.nc,c2_uuid_d60e0f4a.nc,2.775538883571109,7
c2_uuid_fca79975.nc,c2_uuid_735327ae.nc,3.138376683405949,8
c2_uuid_fca79975.nc,c2_uuid_fa40c633.nc,3.3144113836263394,9
c2_uuid_fca79975.nc,c2_uuid_4df18da4.nc,3.615351504262876,10
c2_uuid_fca79975.nc,c2_uuid_4b4eea26.nc,3.9203395570775967,11
c2_uuid_fca79975.nc,c2_uuid_495c8cf2.nc,4.0908821594128355,12
c2_uuid_fca79975.nc,c2_uuid_c6fae318.nc,4.210351243379576,13
c2_uuid_fca79975.nc,c2_uuid_80ab3494.nc,4.289273673793938,14
c2_uuid_fca79975.nc,c2_uuid_eb59c68d.nc,4.293319181932145,15
c2_uuid_fca79975.nc,c2_uuid_dc364aad.nc,4.480821890089194,16
c2_uuid_fca79975.nc,c2_uuid_f544906f.nc,4.617825498386368,17
c2_uuid_fca79975.nc,c2_uuid_4c0d80da.nc,5.074620574699564,18
c2_uuid_fca79975.nc,c2_uuid_ec81d97e.nc,9.145753688515047,19
c2_uuid_ff53a69a.nc,c2_uuid_fbf4a196.nc,1.9052001656471538,1
c2_uuid_ff53a69a.nc,c2_uuid_a8aaadc4.nc,2.1344767291007742,2
c2_uuid_ff53a69a.nc,c2_uuid_fca79975.nc,2.4625937048161872,3
c2_uuid_ff53a69a.nc,c2_uuid_aebda966.nc,2.6755896964350763,4
c2_uuid_ff53a69a.nc,c2_uuid_d60e0f4a.nc,2.755151019457194,5
c2_uuid_ff53a69a.nc,c2_uuid_fa40c633.nc,3.149427177658076,6
c2_uuid_ff53a69a.nc,c2_uuid_49511e7b.nc,3.422587687825672,7
c2_uuid_ff53a69a.nc,c2_uuid_4b4eea26.nc,3.575303906025088,8
c2_uuid_ff53a69a.nc,c2_uuid_aa20f8c4.nc,3.7969514185168154,9
c2_uuid_ff53a69a.nc,c2_uuid_80ab3494.nc,3.9171152362419797,10
c2_uuid_ff53a69a.nc,c2_uuid_495c8cf2.nc,4.005213307121971,11
c2_uuid_ff53a69a.nc,c2_uuid_735327ae.nc,4.249458531173054,12
c2_uuid_ff53a69a.nc,c2_uuid_4df18da4.nc,4.533424888136378,13
c2_uuid_ff53a69a.nc,c2_uuid_eb59c68d.nc,4.701586460959795,14
c2_uuid_ff53a69a.nc,c2_uuid_c6fae318.nc,5.521703167874804,15
c2_uuid_ff53a69a.nc,c2_uuid_f544906f.nc,5.5268770381363534,16
c2_uuid_ff53a69a.nc,c2_uuid_4c0d80da.nc,5.824667628495786,17
c2_uuid_ff53a69a.nc,c2_uuid_dc364aad.nc,5.969489092245778,18
c2_uuid_ff53a69a.nc,c2_uuid_ec81d97e.nc,9.06836051435709,19
