query,neighbor,distance,rank
c2_uuid_c6fae318.nc,c2_uuid_4b4eea26.nc,4.0377900966449785,9
c2_uuid_c6fae318.nc,c2_uuid_fa40c633.nc,4.156130552063689,10
c2_uuid_c6fae318.nc,c2_uuid_fca79975.nc,4.210351243379576,11
c2_uuid_c6fae318.nc,c2_uuid_80ab3494.nc,4.23212310843853,12
c2_uuid_c6fae318.nc,c2_uuid_d60e0f4a.nc,4.803181464609754,13
c2_uuid_c6fae318.nc,c2_uuid_a8aaadc4.nc,4.8878997514793685,14
c2_uuid_c6fae318.nc,c2_uuid_4c0d80da.nc,4.8920475527107925,15
c2_uuid_c6fae318.nc,c2_uuid_ff53a69a.nc,5.521703167874805,16
c2_uuid_c6fae318.nc,c2_uuid_f544906f.nc,5.952360324293995,17
c2_uuid_c6fae318.nc,c2_uuid_fbf4a196.nc,6.3469579351131955,18
c2_uuid_c6fae318.nc,c2_uuid_ec81d97e.nc,10.560953079699196,19
c2_uuid_d60e0f4a.nc,c2_uuid_fa40c633.nc,2.5679437430199656,1
c2_uuid_d60e0f4a.nc,c2_uuid_ff53a69a.nc,2.755151019457194,2
c2_uuid_d60e0f4a.nc,c2_uuid_fca79975.nc,2.775538883571109,3
c2_uuid_d60e0f4a.nc,c2_uuid_aebda966.nc,3.132450480746105,4
c2_uuid_d60e0f4a.nc,c2_uuid_4b4eea26.nc,3.3002517712494623,5
c2_uuid_d60e0f4a.nc,c2_uuid_fbf4a196.nc,3.3440324147583382,6
c2_uuid_d60e0f4a.nc,c2_uuid_a8aaadc4.nc,3.4259332104843447,7
c2_uuid_d60e0f4a.nc,c2_uuid_495c8cf2.nc,3.448803452980442,8
c2_uuid_d60e0f4a.nc,c2_uuid_49511e7b.nc,3.494043608478174,9
c2_uuid_d60e0f4a.nc,c2_uuid_80ab3494.nc,3.578333773314147,10
c2_uuid_d60e0f4a.nc,c2_uuid_aa20f8c4.nc,3.5872704269514974,11
c2_uuid_d60e0f4a.nc,c2_uuid_735327ae.nc,4.186466219218221,12
c2_uuid_d60e0f4a.nc,c2_uuid_eb59c68d.nc,4.244950283496541,13
c2_uuid_d60e0f4a.nc,c2_uuid_4df18da4.nc,4.308590652893379,14
c2_uuid_d60e0f4a.nc,c2_uuid_c6fae318.nc,4.803181464609754,15
c2_uuid_d60e0f4a.nc,c2_uuid_4c0d80da.nc,5.080759842581948,16
c2_uuid_d60e0f4a.nc,c2_uuid_dc364aad.nc,5.226456229459808,17
c2_uuid_d60e0f4a.nc,c2_uuid_f544906f.nc,5.959090691955664,18
