SID,BASIN,SEASON,NAME,exclusion_reason
 , ,Year, ,Not in target basins
1973177N11264,EP,1973,CLAUDIA,Not in target basins
1973188S17161,SP,1974,UNNAMED,Not in target basins
1973189S25154,SP,1974,UNNAMED,Not in target basins
1973199N11253,EP,1973,DOREEN,Not in target basins
1973203N13263,EP,1973,EMILY,Not in target basins
1973206N13266,EP,1973,FLORENCE,Not in target basins
1973212N12259,EP,1973,GLENDA,Not in target basins
1973219N17142,EP,1973,IRIS,Not in target basins
1973243N14266,EP,1973,HEATHER,Not in target basins
1973265N13258,EP,1973,IRAH,Not in target basins
1973266N13246,EP,1973,JENNIFER,Not in target basins
1973273N12250,EP,1973,KATHERINE,Not in target basins
1973278N11257,EP,1973,LILLIAN,Not in target basins
1973311S17191,SP,1974,UNNAMED,Not in target basins
1973335S15161,SP,1974,LOTTIE:NATALIE,Not in target basins
1973349S14157,SP,1974,UNA,Not in target basins
1974016S17165,SP,1974,MONICA,Not in target basins
1974017S20150,SP,1974,VERA,Not in target basins
1974017S21156,SP,1974,NESSIE,Not in target basins
1974021S18149,SP,1974,WANDA,Not in target basins
1974030S15182,SP,1974,PAM,Not in target basins
1974039S18153,SP,1974,YVONNE,Not in target basins
1974046S20182,SP,1974,UNNAMED,Not in target basins
1974050S19184,SP,1974,UNNAMED,Not in target basins
1974055S20180,SP,1974,UNNAMED,Not in target basins
1974064S19151,SP,1974,ZOE,Not in target basins
1974076S13138,SP,1974,JENNY,Not in target basins
1974080S17149,SP,1974,ALICE,Not in target basins
1974080S22153,SP,1974,ALICE,Not in target basins
1974114S13164,SP,1974,TINA,Not in target basins
1974115N07150,EP,1974,BABE,Not in target basins
1974148N14259,EP,1974,ALETTA,Not in target basins
1974156N12253,EP,1974,BLANCA,Not in target basins
1974158N10258,EP,1974,CONNIE,Not in target basins
1974166N13263,EP,1974,DOLORES,Not in target basins
1974183N15249,EP,1974,EILEEN,Not in target basins
1974190N16242,EP,1974,UNNAMED,Not in target basins
1974195N12261,EP,1974,FRANCESCA,Not in target basins
1974198N14244,EP,1974,GRETCHEN,Not in target basins
1974199N08262,EP,1974,UNNAMED,Not in target basins
1974202N10263,EP,1974,UNNAMED,Not in target basins
1974203N21165,EP,1974,KIM,Not in target basins
1974212N11250,EP,1974,UNNAMED,Not in target basins
1974217N12226,EP,1974,UNNAMED,Not in target basins
1974222N13251,EP,1974,HELGA,Not in target basins
1974232N13235,EP,1974,IONE,Not in target basins
1974234N11214,EP,1974,OLIVE,Not in target basins
1974234N14251,EP,1974,JOYCE,Not in target basins
1974235N11243,EP,1974,LORRAINE,Not in target basins
1974235N14235,EP,1974,KIRSTEN,Not in target basins
1974238N12255,EP,1974,MAGGIE,Not in target basins
1974246N19250,EP,1974,UNNAMED,Not in target basins
1974253N15259,EP,1974,NORMA,Not in target basins
1974258N15295,EP,1974,FIFI:ORLENE,Not in target basins
1974264N18162,EP,1974,AGNES,Not in target basins
1974280N10258,EP,1974,PATRICIA,Not in target basins
1974287N10248,EP,1974,UNNAMED,Not in target basins
1974294N15228,EP,1974,ROSALIE,Not in target basins
1974324S24156,SP,1975,UNNAMED,Not in target basins
1974325S24166,SP,1975,UNNAMED,Not in target basins
1974340S12152,SP,1975,UNNAMED,Not in target basins
1974345S15177,SP,1975,UNNAMED,Not in target basins
1974353S15185,SP,1975,UNNAMED,Not in target basins
1974354S08135,SP,1975,TRACY,Not in target basins
1975013S12159,SP,1975,UNNAMED,Not in target basins
1975013S14160,SP,1975,FLORA,Not in target basins
1975015S13147,SP,1975,GLORIA,Not in target basins
1975015S16161,SP,1975,FLORA,Not in target basins
1975020S24161,SP,1975,UNNAMED,Not in target basins
1975024S19178,SP,1975,VAL,Not in target basins
1975026S14160,SP,1975,UNNAMED,Not in target basins
1975063S15168,SP,1975,ALISON,Not in target basins
1975089S17163,SP,1975,BETTY,Not in target basins
1975097S10137,SP,1975,AMELIA,Not in target basins
1975153N14261,EP,1975,AGATHA,Not in target basins
1975179N15250,EP,1975,BRIDGET,Not in target basins
1975183N11259,EP,1975,CARLOTTA,Not in target basins
1975184N12226,EP,1975,UNNAMED,Not in target basins
1975186N11267,EP,1975,DENISE,Not in target basins
1975192N14260,EP,1975,ELEANOR,Not in target basins
1975208N16257,EP,1975,FRANCENE,Not in target basins
1975212S24178,SP,1976,UNNAMED,Not in target basins
1975223N14243,EP,1975,GEORGETTE,Not in target basins
1975225N11253,EP,1975,HILARY,Not in target basins
1975230N12264,EP,1975,ILSA,Not in target basins
1975236N12260,EP,1975,JEWEL,Not in target basins
1975241N10260,EP,1975,KATRINA,Not in target basins
1975243N31213,EP,1975,UNNAMED,Not in target basins
1975251N23162,EP,1975,WINNIE,Not in target basins
1975255N20251,EP,1975,UNNAMED,Not in target basins
1975260N16256,EP,1975,LILY,Not in target basins
1975272N12242,EP,1975,MONICA,Not in target basins
1975272N13253,EP,1975,NANETTE,Not in target basins
1975273N09138,EP,1975,CORA,Not in target basins
1975290N18249,EP,1975,UNNAMED,Not in target basins
1975295N14252,EP,1975,OLIVIA,Not in target basins
1975296N24129,EP,1975,GRACE,Not in target basins
1975305N13261,EP,1975,UNNAMED,Not in target basins
1975306N12263,EP,1975,PRISCILLA,Not in target basins
1975309N11154,EP,1975,IDA,Not in target basins
1975322S14162,SP,1976,CHARLOTTE,Not in target basins
1975335S11136,SP,1976,KIM,Not in target basins
1976011S13177,SP,1976,DAVID,Not in target basins
1976020S18165,SP,1976,ELSA,Not in target basins
1976030S13162,SP,1976,ALAN,Not in target basins
1976034S21228,SP,1976,FRANCES,Not in target basins
1976045S17150,SP,1976,BETH,Not in target basins
1976055S06156,SP,1976,COLIN,Not in target basins
1976064S17146,SP,1976,DAWN,Not in target basins
1976070S13166,SP,1976,HOPE,Not in target basins
1976070S15162,SP,1976,GEORGE,Not in target basins
1976092N11140,EP,1976,MARIE,Not in target basins
1976106S12155,SP,1976,JAN,Not in target basins
1976113S04156,SP,1976,WATOREA,Not in target basins
1976120S27159,SP,1976,WATOREA,Not in target basins
1976155N11265,EP,1976,ANNETTE,Not in target basins
1976155N13247,EP,1976,UNNAMED,Not in target basins
1976178N16257,EP,1976,BONNY,Not in target basins
1976181N13264,EP,1976,UNNAMED,Not in target basins
1976197N11252,EP,1976,CELESTE,Not in target basins
1976198N12258,EP,1976,DIANA,Not in target basins
1976209N13238,EP,1976,ESTELLE,Not in target basins
1976210N12227,EP,1976,FERNANDA,Not in target basins
1976218N10253,EP,1976,GWEN,Not in target basins
1976220N12259,EP,1976,HYACINTH,Not in target basins
1976221N14226,EP,1976,UNNAMED,Not in target basins
1976229N15239,EP,1976,UNNAMED,Not in target basins
1976237N13264,EP,1976,IVA,Not in target basins
1976242N08268,EP,1976,JOANNE,Not in target basins
1976251N15251,EP,1976,KATHLEEN,Not in target basins
1976257N17156,EP,1976,HOPE,Not in target basins
1976262N14152,EP,1976,JOAN,Not in target basins
1976266N13220,EP,1976,KATE,Not in target basins
1976270N13253,EP,1976,LIZA,Not in target basins
1976273N10270,EP,1976,MADELINE,Not in target basins
1976299N17244,EP,1976,NAOMI,Not in target basins
1976345S13179,SP,1977,KIM,Not in target basins
1976346S11182,SP,1977,LAURIE,Not in target basins
1976351S13141,SP,1977,TED,Not in target basins
1977011S12167,SP,1977,MARION,Not in target basins
1977017S15150,SP,1977,JUNE,Not in target basins
1977030S15148,SP,1977,KEITH,Not in target basins
1977034S18176,SP,1977,UNNAMED,Not in target basins
1977040S14161,SP,1977,UNNAMED,Not in target basins
1977040S16148,SP,1977,LILY,Not in target basins
1977041S17157,SP,1977,MILES,Not in target basins
1977043S16148,SP,1977,NANCY,Not in target basins
1977051S19194,SP,1977,UNNAMED,Not in target basins
1977066S14140,SP,1977,OTTO,Not in target basins
1977068S11168,SP,1977,NORMAN,Not in target basins
1977074S19184,SP,1977,PAT,Not in target basins
1977106S12202,SP,1977,ROBERT,Not in target basins
1977146N12253,EP,1977,AVA,Not in target basins
1977151N12272,EP,1977,UNNAMED,Not in target basins
1977161N06134,EP,1977,RUTH,Not in target basins
1977161N13268,EP,1977,UNNAMED,Not in target basins
1977177N13251,EP,1977,BERNICE,Not in target basins
1977184N15249,EP,1977,CLAUDIA,Not in target basins
1977189N14243,EP,1977,UNNAMED,Not in target basins
1977190N13255,EP,1977,UNNAMED,Not in target basins
1977206N12225,EP,1977,UNNAMED,Not in target basins
1977214N15233,EP,1977,UNNAMED,Not in target basins
1977225N18254,EP,1977,DOREEN,Not in target basins
1977247N22255,EP,1977,UNNAMED,Not in target basins
1977256N14241,EP,1977,EMILY,Not in target basins
1977263N17251,EP,1977,UNNAMED,Not in target basins
1977264N14236,EP,1977,FLORENCE,Not in target basins
1977267N11254,EP,1977,GLENDA,Not in target basins
1977276N16155,EP,1977,GILDA,Not in target basins
1977277N15253,EP,1977,HEATHER,Not in target basins
1977291N07148,EP,1977,IVY,Not in target basins
1977295N14245,EP,1977,UNNAMED,Not in target basins
1977310S08163,SP,1978,TOM,Not in target basins
1977328S06177,SP,1978,STEVE,Not in target basins
1977339S11204,SP,1978,TESSA,Not in target basins
1977357S11184,SP,1978,ANNE,Not in target basins
1977357S16146,SP,1978,UNNAMED,Not in target basins
1977365S09188,SP,1978,BOB,Not in target basins
1978006N06169,EP,1978,NADINE,Not in target basins
1978032S09187,SP,1978,BOB,Not in target basins
1978032S21147,SP,1978,UNNAMED,Not in target basins
1978045S13179,SP,1978,CHARLES,Not in target basins
1978047S12168,SP,1978,ERNIE,Not in target basins
1978047S13197,SP,1978,DIANA,Not in target basins
1978056S11136,SP,1978,GWEN,Not in target basins
1978095S11137,SP,1978,HAL,Not in target basins
1978151N15260,EP,1978,ALETTA,Not in target basins
1978168N11242,EP,1978,BUD,Not in target basins
1978168N14254,EP,1978,CARLOTTA,Not in target basins
1978178N14260,EP,1978,DANIEL,Not in target basins
1978181N14235,EP,1978,UNNAMED,Not in target basins
1978188N15248,EP,1978,EMILIA,Not in target basins
1978190N11254,EP,1978,FICO,Not in target basins
1978194N11261,EP,1978,GILMA,Not in target basins
1978203N13260,EP,1978,HECTOR,Not in target basins
1978218N12212,EP,1978,UNNAMED,Not in target basins
1978223N18252,EP,1978,IVA,Not in target basins
1978230N12239,EP,1978,JOHN,Not in target basins
1978231N13224,EP,1978,LANE,Not in target basins
1978231N14251,EP,1978,KRISTY,Not in target basins
1978236N11245,EP,1978,MIRIAM,Not in target basins
1978243N13262,EP,1978,NORMAN,Not in target basins
1978251N12261,EP,1978,UNNAMED,Not in target basins
1978257N11298,EP,1978,GRETA:OLIVIA,Not in target basins
1978266N14260,EP,1978,PAUL,Not in target basins
1978272N19154,EP,1978,MAMIE,Not in target basins
1978276N14257,EP,1978,ROSA,Not in target basins
1978281N11138,EP,1978,ORA,Not in target basins
1978288N10185,EP,1978,RITA,Not in target basins
1978291N10215,EP,1978,SUSAN,Not in target basins
1978292N16252,EP,1978,SERGIO,Not in target basins
1978304N14148,EP,1978,TESS,Not in target basins
1978359S04172,SP,1979,FAY,Not in target basins
1978363S10136,SP,1979,PETER,Not in target basins
1979002S04179,SP,1979,GORDON,Not in target basins
1979008S14137,SP,1979,GRETA,Not in target basins
1979027S15167,SP,1979,HENRY,Not in target basins
1979033S18151,SP,1979,UNNAMED,Not in target basins
1979042S05170,SP,1979,KERRY,Not in target basins
1979043S11161,SP,1979,ROSA,Not in target basins
1979051S16187,SP,1979,LESLIE,Not in target basins
1979083S15184,SP,1979,MELI,Not in target basins
1979090S12168,SP,1979,UNNAMED,Not in target basins
1979093S08156,SP,1979,STAN,Not in target basins
1979152N11265,EP,1979,ANDRES,Not in target basins
1979152N13253,EP,1979,UNNAMED,Not in target basins
1979172N10257,EP,1979,BLANCA,Not in target basins
1979196N17257,EP,1979,CARLOS,Not in target basins
1979197N20252,EP,1979,UNNAMED,Not in target basins
1979198N11256,EP,1979,DOLORES,Not in target basins
1979230N11246,EP,1979,ENRIQUE,Not in target basins
1979233N14258,EP,1979,FEFA,Not in target basins
1979247N15265,EP,1979,UNNAMED,Not in target basins
1979252N16259,EP,1979,GUILLERMO,Not in target basins
1979275N06159,EP,1979,TIP,Not in target basins
1979277N13256,EP,1979,HILDA,Not in target basins
1979297N12265,EP,1979,IGNACIO,Not in target basins
1979319N09272,EP,1979,JIMENA,Not in target basins
1979344S12170,SP,1980,OFA,Not in target basins
1980001S13173,SP,1980,PENI,Not in target basins
1980003S15137,SP,1980,PAUL,Not in target basins
1980033S12161,SP,1980,RAE,Not in target basins
1980042S17149,SP,1980,RUTH,Not in target basins
1980052S16155,SP,1980,SIMON,Not in target basins
1980069S12161,SP,1980,SINA,Not in target basins
1980073S09133,SP,1980,DORIS:GLORIA,Not in target basins
1980081S12170,SP,1980,TIA,Not in target basins
1980085S09170,SP,1980,VAL,Not in target basins
1980085S11135,SP,1980,UNNAMED,Not in target basins
1980088S14140,SP,1980,UNNAMED,Not in target basins
1980092S15183,SP,1980,WALLY,Not in target basins
1980094N02179,EP,1980,CARMEN,Not in target basins
1980133N07149,EP,1980,ELLEN,Not in target basins
1980161N09249,EP,1980,AGATHA,Not in target basins
1980169N12250,EP,1980,BLAS,Not in target basins
1980177N13259,EP,1980,CELIA,Not in target basins
1980183N13250,EP,1980,DARBY,Not in target basins
1980194N16252,EP,1980,ESTELLE,Not in target basins
1980200N13249,EP,1980,FRANK,Not in target basins
1980210N17251,EP,1980,GEORGETTE,Not in target basins
1980213N11256,EP,1980,HOWARD,Not in target basins
1980219N15165,EP,1980,MARGE,Not in target basins
1980219N15258,EP,1980,ISIS,Not in target basins
1980236N13255,EP,1980,JAVIER,Not in target basins
1980260N13256,EP,1980,KAY,Not in target basins
1980266N16257,EP,1980,LESTER,Not in target basins
1980269N15147,EP,1980,THELMA,Not in target basins
1980270N13165,EP,1980,VERNON,Not in target basins
1980285N13252,EP,1980,MADELINE,Not in target basins
1980302N17250,EP,1980,NEWTON,Not in target basins
1980323N04180,EP,1980,DINAH,Not in target basins
1980332S16214,SP,1981,DIOLA,Not in target basins
1981011S12185,SP,1981,ARTHUR,Not in target basins
1981022S13155,SP,1981,UNNAMED,Not in target basins
1981030S17190,SP,1981,BETSY,Not in target basins
1981039S09178,SP,1981,CLIFF,Not in target basins
1981039S14153,SP,1981,EDDIE,Not in target basins
1981047S18181,SP,1981,UNNAMED,Not in target basins
1981051S14181,SP,1981,DAMAN,Not in target basins
1981054S12181,SP,1981,UNNAMED,Not in target basins
1981056S14141,SP,1981,FREDA,Not in target basins
1981060S06176,SP,1981,ESAU,Not in target basins
1981068S19199,SP,1981,TAHMAR,Not in target basins
1981069S12135,SP,1981,MAX,Not in target basins
1981077S13198,SP,1981,FRAN,Not in target basins
1981086S16183,SP,1981,UNNAMED,Not in target basins
1981151N11255,EP,1981,ADRIAN,Not in target basins
1981180N11257,EP,1981,BEATRIZ,Not in target basins
1981186N13258,EP,1981,CALVIN,Not in target basins
1981192N13253,EP,1981,DORA,Not in target basins
1981198N18253,EP,1981,EUGENE,Not in target basins
1981219N12255,EP,1981,FERNANDA,Not in target basins
1981225N16249,EP,1981,GREG,Not in target basins
1981226N17142,EP,1981,VANESSA,Not in target basins
1981234N18253,EP,1981,HILARY,Not in target basins
1981240N17257,EP,1981,IRWIN,Not in target basins
1981245N23161,EP,1981,BILL,Not in target basins
1981258N15237,EP,1981,JOVA,Not in target basins
1981262N16256,EP,1981,KNUT,Not in target basins
1981280N20250,EP,1981,LIDIA,Not in target basins
1981281N15245,EP,1981,MAX,Not in target basins
1981282N15256,EP,1981,NORMA,Not in target basins
1981297N11261,EP,1981,OTIS,Not in target basins
1981335S16139,SP,1982,AMELIA,Not in target basins
1981353S09172,SP,1982,GYAN,Not in target basins
1981354S12140,SP,1982,UNNAMED,Not in target basins
1982011S11141,SP,1982,BRUNO,Not in target basins
1982022S26154,SP,1982,ABIGAIL,Not in target basins
1982024S18166,SP,1982,HETTIE,Not in target basins
1982035S13141,SP,1982,CORAL,Not in target basins
1982058S10185,SP,1982,ISAAC,Not in target basins
1982091S03159,SP,1982,BERNIE,Not in target basins
1982095S11138,SP,1982,DOMINIC,Not in target basins
1982131S09157,SP,1982,CLAUDIA,Not in target basins
1982140N11255,EP,1982,ALETTA,Not in target basins
1982152N13264,EP,1982,UNNAMED,Not in target basins
1982164N08237,EP,1982,UNNAMED,Not in target basins
1982167N13255,EP,1982,BUD,Not in target basins
1982168N13266,EP,1982,UNNAMED,Not in target basins
1982183N13253,EP,1982,CARLOTTA,Not in target basins
1982184N13225,EP,1982,UNNAMED,Not in target basins
1982188N09262,EP,1982,DANIEL,Not in target basins
1982194N10224,EP,1982,EMILIA,Not in target basins
1982195N12249,EP,1982,UNNAMED,Not in target basins
1982197N11240,EP,1982,UNNAMED,Not in target basins
1982199N11257,EP,1982,FABIO,Not in target basins
1982207N09243,EP,1982,GILMA,Not in target basins
1982210N11245,EP,1982,HECTOR,Not in target basins
1982213N12253,EP,1982,IVA,Not in target basins
1982215N10236,EP,1982,JOHN,Not in target basins
1982221N10236,EP,1982,KRISTY,Not in target basins
1982221N10250,EP,1982,LANE,Not in target basins
1982238N10161,EP,1982,GORDON,Not in target basins
1982242N11191,EP,1982,AKONI,Not in target basins
1982242N13253,EP,1982,MIRIAM,Not in target basins
1982247N11147,EP,1982,JUDY,Not in target basins
1982253N10250,EP,1982,NORMAN,Not in target basins
1982254N14229,EP,1982,UNNAMED,Not in target basins
1982257N20172,EP,1982,LOLA,Not in target basins
1982259N15202,EP,1982,HANA,Not in target basins
1982259N16218,EP,1982,EMA,Not in target basins
1982262N11258,EP,1982,OLIVIA,Not in target basins
1982262N12270,EP,1982,PAUL,Not in target basins
1982274N13265,EP,1982,ROSA,Not in target basins
1982287N09269,EP,1982,SERGIO,Not in target basins
1982293N09257,EP,1982,TARA,Not in target basins
1982304S10171,SP,1983,JOTI,Not in target basins
1982311S09181,SP,1983,KINA,Not in target basins
1982324N10193,EP,1982,IWA,Not in target basins
1982344S09200,SP,1983,LISA,Not in target basins
1983014S15143,SP,1983,DES,Not in target basins
1983019S14176,SP,1983,MARK,Not in target basins
1983022S10218,SP,1983,NANO,Not in target basins
1983042S11158,SP,1983,ELINOR,Not in target basins
1983051S15214,SP,1983,NISHA:ORAMA,Not in target basins
1983054S15179,SP,1983,OSCAR,Not in target basins
1983056S11193,SP,1983,PREMA,Not in target basins
1983066S11213,SP,1983,REWA,Not in target basins
1983079S13224,SP,1983,SABA,Not in target basins
1983082S11180,SP,1983,SARAH,Not in target basins
1983082S15216,SP,1983,UNNAMED,Not in target basins
1983086S08204,SP,1983,TOMASI,Not in target basins
1983097S10224,SP,1983,VEENA,Not in target basins
1983105S09228,SP,1983,WILLIAM,Not in target basins
1983141N07269,EP,1983,ADOLPH,Not in target basins
1983160N11266,EP,1983,BARBARA,Not in target basins
1983183N11251,EP,1983,COSME,Not in target basins
1983187N12259,EP,1983,DALILIA,Not in target basins
1983193N11256,EP,1983,ERICK,Not in target basins
1983198N18255,EP,1983,FLOSSIE,Not in target basins
1983205N11265,EP,1983,GIL,Not in target basins
1983208N11265,EP,1983,HENRIETTE,Not in target basins
1983213N10199,EP,1983,UNNAMED,Not in target basins
1983221N13254,EP,1983,ISMAEL,Not in target basins
1983229N15140,EP,1983,DOM,Not in target basins
1983237N11253,EP,1983,JULIETTE,Not in target basins
1983239N10183,EP,1983,ELLEN,Not in target basins
1983243N11184,EP,1983,UNNAMED,Not in target basins
1983243N12259,EP,1983,KIKO,Not in target basins
1983249N15260,EP,1983,LORENA,Not in target basins
1983255N12261,EP,1983,MANUEL,Not in target basins
1983259N08161,EP,1983,FORREST,Not in target basins
1983264N15248,EP,1983,NARDA,Not in target basins
1983271N12242,EP,1983,OCTAVE,Not in target basins
1983274N12251,EP,1983,PRISCILLA,Not in target basins
1983279N17148,EP,1983,IDA,Not in target basins
1983281N12256,EP,1983,RAYMOND,Not in target basins
1983283N13230,EP,1983,SONIA,Not in target basins
1983285N09260,EP,1983,TICO,Not in target basins
1983299N07172,EP,1983,MARGE,Not in target basins
1983306N08259,EP,1983,VELMA,Not in target basins
1983339N13257,EP,1983,WINNIE,Not in target basins
1983343S14148,SP,1984,FRITZ,Not in target basins
1983360S13174,SP,1984,ATU,Not in target basins
1984011S18149,SP,1984,GRACE,Not in target basins
1984032S15160,SP,1984,BETI,Not in target basins
1984035S15152,SP,1984,HARVEY,Not in target basins
1984051S17147,SP,1984,INGRID,Not in target basins
1984051S20163,SP,1984,UNNAMED,Not in target basins
1984066S12151,SP,1984,JIM,Not in target basins
1984076S13173,SP,1984,CYRIL,Not in target basins
1984077S12149,SP,1984,KATHY,Not in target basins
1984083S16174,SP,1984,UNNAMED,Not in target basins
1984094S14156,SP,1984,LANCE,Not in target basins
1984139N09260,EP,1984,ALMA,Not in target basins
1984150N12266,EP,1984,BORIS,Not in target basins
1984169N14257,EP,1984,CRISTINA,Not in target basins
1984177N10254,EP,1984,DOUGLAS,Not in target basins
1984180N10258,EP,1984,ELIDA,Not in target basins
1984186N16256,EP,1984,FAUSTO,Not in target basins
1984189N11265,EP,1984,GENEVIEVE,Not in target basins
1984204N21162,EP,1984,DINAH,Not in target basins
1984210N16249,EP,1984,HERNAN,Not in target basins
1984214N12143,EP,1984,FREDA,Not in target basins
1984217N14264,EP,1984,ISELLE,Not in target basins
1984228N15261,EP,1984,JULIO,Not in target basins
1984230N09210,EP,1984,KELI,Not in target basins
1984230N12226,EP,1984,KENNA,Not in target basins
1984237N11230,EP,1984,LALA,Not in target basins
1984239N16246,EP,1984,LOWELL,Not in target basins
1984248N27180,EP,1984,MOKE,Not in target basins
1984250N17256,EP,1984,MARIE,Not in target basins
1984259N19245,EP,1984,NORBERT,Not in target basins
1984262N14259,EP,1984,ODILE,Not in target basins
1984270N13262,EP,1984,POLO,Not in target basins
1984277N07151,EP,1984,OGDEN,Not in target basins
1984282N11263,EP,1984,RACHEL,Not in target basins
1984294N04163,EP,1984,VANESSA,Not in target basins
1984305N13262,EP,1984,SIMON,Not in target basins
1984343S10132,SP,1985,UNNAMED,Not in target basins
1984361S08178,SP,1985,UNNAMED,Not in target basins
1984361S12146,SP,1985,MONICA,Not in target basins
1984362S11165,SP,1985,UNNAMED,Not in target basins
1985009S12182,SP,1985,DRENA,Not in target basins
1985012S16161,SP,1985,ERIC,Not in target basins
1985014S16151,SP,1985,NIGEL,Not in target basins
1985017S15146,SP,1985,ODETTE,Not in target basins
1985025S15203,SP,1985,FREDA,Not in target basins
1985033S12157,SP,1985,UNNAMED,Not in target basins
1985049S12143,SP,1985,PIERRE,Not in target basins
1985051S11135,SP,1985,REBECCA,Not in target basins
1985062S15170,SP,1985,GAVIN,Not in target basins
1985070S17175,SP,1985,HINA,Not in target basins
1985078S14138,SP,1985,SANDY,Not in target basins
1985086S13152,SP,1985,TANYA,Not in target basins
1985101S10136,SP,1985,GRETEL,Not in target basins
1985157N16259,EP,1985,ANDRES,Not in target basins
1985158N10267,EP,1985,BLANCA,Not in target basins
1985159N09241,EP,1985,CARLOS,Not in target basins
1985177N10258,EP,1985,DOLORES,Not in target basins
1985178N10236,EP,1985,ENRIQUE,Not in target basins
1985184N15258,EP,1985,FEFA,Not in target basins
1985189N12260,EP,1985,GUILLERMO,Not in target basins
1985199N18248,EP,1985,HILDA,Not in target basins
1985201N12256,EP,1985,JIMENA,Not in target basins
1985202N13226,EP,1985,IGNACIO,Not in target basins
1985210N14257,EP,1985,KEVIN,Not in target basins
1985211N12237,EP,1985,LINDA,Not in target basins
1985219N14254,EP,1985,MARTY,Not in target basins
1985232N16248,EP,1985,NORA,Not in target basins
1985233N15196,EP,1985,UNNAMED,Not in target basins
1985234N13258,EP,1985,OLAF,Not in target basins
1985237N21130,EP,1985,RUBY,Not in target basins
1985240N09198,EP,1985,SKIP,Not in target basins
1985240N16256,EP,1985,PAULINE,Not in target basins
1985244N14254,EP,1985,RICK,Not in target basins
1985249N13265,EP,1985,SANDRA,Not in target basins
1985259N12262,EP,1985,TERRY,Not in target basins
1985261N13243,EP,1985,VIVIAN,Not in target basins
1985280N15254,EP,1985,WALDO,Not in target basins
1985297N10201,EP,1985,NELE,Not in target basins
1985298N12249,EP,1985,XINA,Not in target basins
1985346S12145,SP,1986,UNNAMED,Not in target basins
1986021S16140,SP,1986,VERNON,Not in target basins
1986027S13145,SP,1986,WINIFRED,Not in target basins
1986036S16187,SP,1986,IMA,Not in target basins
1986036S19216,SP,1986,JUNE,Not in target basins
1986038S13158,SP,1986,KELI,Not in target basins
1986060S16158,SP,1986,LUSI,Not in target basins
1986062S15150,SP,1986,ALFRED,Not in target basins
1986099S12168,SP,1986,MARTIN,Not in target basins
1986105S12174,SP,1986,UNNAMED,Not in target basins
1986111S08156,SP,1986,MANU,Not in target basins
1986134N08149,EP,1986,LOLA,Not in target basins
1986135S07160,SP,1986,NAMU,Not in target basins
1986142N13253,EP,1986,AGATHA,Not in target basins
1986169N09247,EP,1986,BLAS,Not in target basins
1986176N11262,EP,1986,CELIA,Not in target basins
1986185N14256,EP,1986,DARBY,Not in target basins
1986198N10245,EP,1986,ESTELLE,Not in target basins
1986206N11265,EP,1986,FRANK,Not in target basins
1986209N12213,EP,1986,UNNAMED,Not in target basins
1986211N12219,EP,1986,UNNAMED,Not in target basins
1986214N09234,EP,1986,GEORGETTE,Not in target basins
1986221N17163,EP,1986,TIP,Not in target basins
1986229N17256,EP,1986,HOWARD,Not in target basins
1986232N15246,EP,1986,ISIS,Not in target basins
1986233N10263,EP,1986,JAVIER,Not in target basins
1986241N18248,EP,1986,KAY,Not in target basins
1986257N14230,EP,1986,LESTER,Not in target basins
1986259N07170,EP,1986,BEN,Not in target basins
1986259N13256,EP,1986,MADELINE,Not in target basins
1986262N12266,EP,1986,NEWTON,Not in target basins
1986264N12221,EP,1986,ORLENE,Not in target basins
1986271N12267,EP,1986,PAINE,Not in target basins
1986289N10267,EP,1986,ROSLYN,Not in target basins
1986325S10171,SP,1987,OSEA,Not in target basins
1986346S12173,SP,1987,PATSY,Not in target basins
1986356S07183,SP,1987,RAJA,Not in target basins
1986360S13195,SP,1987,SALLY,Not in target basins
1987015S09187,SP,1987,TUSI,Not in target basins
1987019S12140,SP,1987,IRMA,Not in target basins
1987034S16187,SP,1987,UNNAMED,Not in target basins
1987035S12160,SP,1987,UMA:VELI,Not in target basins
1987036S12140,SP,1987,JASON,Not in target basins
1987037S14152,SP,1987,VELI,Not in target basins
1987040S19174,SP,1987,UNNAMED,Not in target basins
1987058S10173,SP,1987,WINI,Not in target basins
1987059S12196,SP,1987,UNNAMED,Not in target basins
1987065S11164,SP,1987,YALI,Not in target basins
1987096S11144,SP,1987,KAY,Not in target basins
1987110S10179,SP,1987,ZUMAN,Not in target basins
1987140S08170,SP,1987,BLANCH:BLANCHE,Not in target basins
1987159N12264,EP,1987,ADRIAN,Not in target basins
1987185N13244,EP,1987,BEATRIZ,Not in target basins
1987187N13258,EP,1987,CALVIN,Not in target basins
1987196N15258,EP,1987,DORA,Not in target basins
1987200N04191,EP,1987,WYNNE,Not in target basins
1987203N11263,EP,1987,EUGENE,Not in target basins
1987205N12229,EP,1987,FERNANDA,Not in target basins
1987209N12259,EP,1987,GREG,Not in target basins
1987213N11268,EP,1987,HILARY,Not in target basins
1987216N10270,EP,1987,IRWIN,Not in target basins
1987226N13241,EP,1987,JOVA,Not in target basins
1987231N10159,EP,1987,DINAH,Not in target basins
1987238N10213,EP,1987,OKA,Not in target basins
1987241N10241,EP,1987,KNUT,Not in target basins
1987242N13257,EP,1987,LIDIA,Not in target basins
1987253N11260,EP,1987,MAX,Not in target basins
1987258N15253,EP,1987,NORMA,Not in target basins
1987263N10241,EP,1987,OTIS,Not in target basins
1987264N10190,EP,1987,PEKE,Not in target basins
