SID,BASIN,SEASON,NAME,exclusion_reason
 , ,Year, ,Not in target basins
1958090S17151,SP,1958,UNNAMED,Not in target basins
1958092S10159,SP,1958,UNNAMED,Not in target basins
1958099S13153,SP,1958,UNNAMED,Not in target basins
1958102S10139,SP,1958,UNNAMED,Not in target basins
1958108S12161,SP,1958,UNNAMED,Not in target basins
1958155S11162,SP,1958,UNNAMED,Not in target basins
1958157N12262,EP,1958,UNNAMED,Not in target basins
1958164N13268,EP,1958,UNNAMED,Not in target basins
1958170S28155,SP,1958,UNNAMED,Not in target basins
1958194N05146,EP,1958,ALICE,Not in target basins
1958200N18232,EP,1958,UNNAMED,Not in target basins
1958203N19235,EP,1958,UNNAMED,Not in target basins
1958208N16260,EP,1958,UNNAMED,Not in target basins
1958213N17247,EP,1958,UNNAMED,Not in target basins
1958219N20207,EP,1958,UNNAMED,Not in target basins
1958225N17238,EP,1958,UNNAMED,Not in target basins
1958250N18248,EP,1958,UNNAMED,Not in target basins
1958251N10142,EP,1958,HELEN,Not in target basins
1958254N21252,EP,1958,UNNAMED,Not in target basins
1958263N20176,EP,1958,JUNE,Not in target basins
1958263N23179,EP,1958,UNNAMED,Not in target basins
1958273N16260,EP,1958,UNNAMED,Not in target basins
1958288N15248,EP,1958,UNNAMED,Not in target basins
1958295N10149,EP,1958,LORNA,Not in target basins
1958297N12161,EP,1958,MARIE,Not in target basins
1958302N18252,EP,1958,UNNAMED,Not in target basins
1958331S09179,SP,1959,UNNAMED,Not in target basins
1959004S14124,SP,1959,BERTHA,Not in target basins
1959015S14168,SP,1959,BEATRICE,Not in target basins
1959024S19176,SP,1959,UNNAMED,Not in target basins
1959041S10189,SP,1959,UNNAMED,Not in target basins
1959042S17157,SP,1959,CONNIE,Not in target basins
1959044S10183,SP,1959,UNNAMED,Not in target basins
1959054S08196,SP,1959,UNNAMED,Not in target basins
1959065S10164,SP,1959,UNNAMED,Not in target basins
1959092S10135,SP,1959,UNNAMED,Not in target basins
1959161N17254,EP,1959,UNNAMED,Not in target basins
1959177N17256,EP,1959,UNNAMED,Not in target basins
1959197N12242,EP,1959,UNNAMED,Not in target basins
1959203N16240,EP,1959,UNNAMED,Not in target basins
1959210N13262,EP,1959,UNNAMED,Not in target basins
1959211N21148,EP,1959,ELLEN,Not in target basins
1959214N16219,EP,1959,DOT,Not in target basins
1959217N26230,EP,1959,UNNAMED,Not in target basins
1959232N19249,EP,1959,UNNAMED,Not in target basins
1959239N18232,EP,1959,UNNAMED,Not in target basins
1959247N13266,EP,1959,UNNAMED,Not in target basins
1959249N19181,EP,1959,PATSY,Not in target basins
1959263N11160,EP,1959,VERA,Not in target basins
1959265N16241,EP,1959,UNNAMED,Not in target basins
1959269N19214,EP,1959,WANDA,Not in target basins
1959274N09137,EP,1959,AMY,Not in target basins
1959286N07168,EP,1959,DINAH,Not in target basins
1959292N19249,EP,1959,UNNAMED,Not in target basins
1959296N12265,EP,1959,UNNAMED,Not in target basins
1959353S06156,SP,1960,UNNAMED,Not in target basins
1959359S12133,SP,1960,UNNAMED,Not in target basins
1960016S13179,SP,1960,UNNAMED,Not in target basins
1960033S16173,SP,1960,UNNAMED,Not in target basins
1960057S16160,SP,1960,UNNAMED,Not in target basins
1960063S14155,SP,1960,UNNAMED,Not in target basins
1960075S12149,SP,1960,UNNAMED,Not in target basins
1960077S15191,SP,1960,UNNAMED,Not in target basins
1960093S13203,SP,1960,UNNAMED,Not in target basins
1960093S14155,SP,1960,UNNAMED,Not in target basins
1960146N08131,EP,1960,LUCILLE,Not in target basins
1960146S17153,SP,1960,UNNAMED,Not in target basins
1960161N14265,EP,1960,ANNETTE,Not in target basins
1960164N29134,EP,1960,MARY,Not in target basins
1960174N14257,EP,1960,BONNY,Not in target basins
1960202N16257,EP,1960,CELESTE,Not in target basins
1960207N22154,EP,1960,ROSE,Not in target basins
1960230N15260,EP,1960,DIANA,Not in target basins
1960242N12269,EP,1960,ESTELLE,Not in target basins
1960247N12268,EP,1960,FERNANDA,Not in target basins
1960278N16246,EP,1960,UNNAMED,Not in target basins
1960294N13138,EP,1960,NINA,Not in target basins
1960296N18255,EP,1960,HYACINTH,Not in target basins
1960297N40158,EP,1960,MAMIE,Not in target basins
1960327N09161,EP,1960,OPHELIA,Not in target basins
1961003S19147,SP,1961,UNNAMED,Not in target basins
1961004S19146,SP,1961,UNNAMED,Not in target basins
1961006S11162,SP,1961,BARBARINE,Not in target basins
1961008S13162,SP,1961,UNNAMED,Not in target basins
1961014S10135,SP,1961,UNNAMED,Not in target basins
1961014S10495,SP,1961,UNNAMED,Not in target basins
1961017S10135,SP,1961,UNNAMED,Not in target basins
1961027S14161,SP,1961,UNNAMED,Not in target basins
1961029S14161,SP,1961,UNNAMED,Not in target basins
1961034S13163,SP,1961,CATHERINE,Not in target basins
1961061S11137,SP,1961,UNNAMED,Not in target basins
1961070S13195,SP,1961,UNNAMED,Not in target basins
1961071S14205,SP,1961,UNNAMED,Not in target basins
1961071S15187,SP,1961,UNNAMED,Not in target basins
1961074S14162,SP,1961,ISIS,Not in target basins
1961141N09135,EP,1961,BETTY,Not in target basins
1961161N13260,EP,1961,IVA,Not in target basins
1961192N17248,EP,1961,JOANNE,Not in target basins
1961196N14262,EP,1961,LIZA,Not in target basins
1961196N17253,EP,1961,KATHLEEN,Not in target basins
1961201N14252,EP,1961,UNNAMED,Not in target basins
1961216N17244,EP,1961,NAOMI,Not in target basins
1961250N07173,EP,1961,NANCY,Not in target basins
1961250N17248,EP,1961,ORLA,Not in target basins
1961276N21222,EP,1961,PAULINE,Not in target basins
1961277N12235,EP,1961,REBECCA,Not in target basins
1961305N14268,EP,1961,SIMONE,Not in target basins
1961312N14153,EP,1961,DOT,Not in target basins
1961314N15257,EP,1961,TARA,Not in target basins
1961333S11157,SP,1962,UNNAMED,Not in target basins
1961356S16149,SP,1962,UNNAMED,Not in target basins
1962040S16164,SP,1962,UNNAMED,Not in target basins
1962045S14168,SP,1962,UNNAMED,Not in target basins
1962046S17196,SP,1962,UNNAMED,Not in target basins
1962047S13137,SP,1962,UNNAMED,Not in target basins
1962048S17191,SP,1962,UNNAMED,Not in target basins
1962057S17164,SP,1962,UNNAMED,Not in target basins
1962175N17256,EP,1962,VALERIE,Not in target basins
1962182N13264,EP,1962,UNNAMED,Not in target basins
1962189N20249,EP,1962,WILLA,Not in target basins
1962206N14140,EP,1962,NORA,Not in target basins
1962211N09153,EP,1962,OPAL,Not in target basins
1962224N11151,EP,1962,RUTH,Not in target basins
1962229N15247,EP,1962,AVA,Not in target basins
1962232N17149,EP,1962,THELMA,Not in target basins
1962233N19228,EP,1962,UNNAMED,Not in target basins
1962241N18220,EP,1962,UNNAMED,Not in target basins
1962245N20252,EP,1962,BERNICE,Not in target basins
1962263N17253,EP,1962,CLAUDIA,Not in target basins
1962269N17251,EP,1962,UNNAMED,Not in target basins
1962272N10161,EP,1962,EMMA,Not in target basins
1962274N14256,EP,1962,DOREEN,Not in target basins
1962274N16158,EP,1962,FREDA,Not in target basins
1962292N11139,EP,1962,GILDA,Not in target basins
1962311N06154,EP,1962,KAREN,Not in target basins
1962314S20166,SP,1963,UNNAMED,Not in target basins
1962340N07141,EP,1962,NADINE,Not in target basins
1962355S17185,SP,1963,UNNAMED,Not in target basins
1962358S17151,SP,1963,UNNAMED,Not in target basins
1962363S17150,SP,1963,ANNIE,Not in target basins
1962364S23155,SP,1963,UNNAMED,Not in target basins
1963013S13149,SP,1963,UNNAMED,Not in target basins
1963014S17161,SP,1963,UNNAMED,Not in target basins
1963018S17165,SP,1963,UNNAMED,Not in target basins
1963021S15155,SP,1963,UNNAMED,Not in target basins
1963023S15155,SP,1963,UNNAMED,Not in target basins
1963026S19149,SP,1963,UNNAMED,Not in target basins
1963028S19149,SP,1963,UNNAMED,Not in target basins
1963030S17165,SP,1963,UNNAMED,Not in target basins
1963035S17151,SP,1963,UNNAMED,Not in target basins
1963047S15159,SP,1963,UNNAMED,Not in target basins
1963060S14159,SP,1963,UNNAMED,Not in target basins
1963067S21199,SP,1963,UNNAMED,Not in target basins
1963074S25154,SP,1963,UNNAMED,Not in target basins
1963081S15154,SP,1963,UNNAMED,Not in target basins
1963084S12139,SP,1963,UNNAMED,Not in target basins
1963085S10138,SP,1963,UNNAMED,Not in target basins
1963090S19152,SP,1963,UNNAMED,Not in target basins
1963100S11137,SP,1963,UNNAMED,Not in target basins
1963104S19168,SP,1963,UNNAMED,Not in target basins
1963110S12153,SP,1963,UNNAMED,Not in target basins
1963116N08146,EP,1963,OLIVE,Not in target basins
1963123S13163,SP,1963,UNNAMED,Not in target basins
1963126S26153,SP,1963,UNNAMED,Not in target basins
1963127S25154,SP,1963,UNNAMED,Not in target basins
1963128S24158,SP,1963,UNNAMED,Not in target basins
1963130S20166,SP,1963,UNNAMED,Not in target basins
1963147N12135,EP,1963,POLLY,Not in target basins
1963158N20116,EP,1963,ROSE,Not in target basins
1963163N13135,EP,1963,SHIRLEY,Not in target basins
1963173S15154,SP,1963,UNNAMED,Not in target basins
1963175S21162,SP,1963,UNNAMED,Not in target basins
1963180N15260,EP,1963,EMILY,Not in target basins
1963196N18250,EP,1963,FLORENCE,Not in target basins
1963201N14244,EP,1963,GLENDA,Not in target basins
1963207N13151,EP,1963,BESS,Not in target basins
1963214N13213,EP,1963,UNNAMED,Not in target basins
1963235N17164,EP,1963,ELAINE,Not in target basins
1963251N13151,EP,1963,HESTER,Not in target basins
1963252N13264,EP,1963,JEN-KATH,Not in target basins
1963255N19235,EP,1963,IRAH,Not in target basins
1963268N17257,EP,1963,LILLIAN,Not in target basins
1963270N08154,EP,1963,JUDY,Not in target basins
1963276N10140,EP,1963,KIT,Not in target basins
1963279N07165,EP,1963,LOLA,Not in target basins
1963291N15249,EP,1963,MONA,Not in target basins
1963296N15164,EP,1963,ORA,Not in target basins
1963318S10170,SP,1964,UNNAMED,Not in target basins
1963350S12163,SP,1964,UNNAMED,Not in target basins
1963351S11172,SP,1964,UNNAMED,Not in target basins
1964004S15203,SP,1964,UNNAMED,Not in target basins
1964006S13137,SP,1964,AUDREY,Not in target basins
1964020S13192,SP,1964,UNNAMED,Not in target basins
1964024S16189,SP,1964,UNNAMED,Not in target basins
1964027S14151,SP,1964,BERTHA:BERTHE,Not in target basins
1964028S09131,SP,1964,DORA,Not in target basins
1964044S13172,SP,1964,UNNAMED,Not in target basins
1964049S12174,SP,1964,EDITH,Not in target basins
1964058S13152,SP,1964,UNNAMED,Not in target basins
1964067S10137,SP,1964,CARMEN,Not in target basins
1964073S17154,SP,1964,UNNAMED,Not in target basins
1964074S15149,SP,1964,GERTIE,Not in target basins
1964089S12178,SP,1964,HENRIETTA,Not in target basins
1964109S20161,SP,1964,UNNAMED,Not in target basins
1964112S22183,SP,1964,UNNAMED,Not in target basins
1964188N17255,EP,1964,NATALIE,Not in target basins
1964197N15248,EP,1964,ODESSA,Not in target basins
1964202N12248,EP,1964,PRUDENCE,Not in target basins
1964224N25161,EP,1964,KATHY,Not in target basins
1964234N20244,EP,1964,ROSALYN:ROSLYN,Not in target basins
1964237N22253,EP,1964,UNNAMED,Not in target basins
1964251N20251,EP,1964,TILLIE,Not in target basins
1964261N12149,EP,1964,WILDA,Not in target basins
1964287N13165,EP,1964,FRAN,Not in target basins
1964323S19164,SP,1965,UNNAMED,Not in target basins
1964325S13176,SP,1965,UNNAMED,Not in target basins
1964336S10135,SP,1965,FLORA,Not in target basins
1964340S12177,SP,1965,UNNAMED,Not in target basins
1964355S13176,SP,1965,UNNAMED,Not in target basins
1965012S11138,SP,1965,UNNAMED,Not in target basins
1965014S15169,SP,1965,UNNAMED,Not in target basins
1965021N07151,EP,1965,RUTH,Not in target basins
1965024S14200,SP,1965,UNNAMED,Not in target basins
1965026S12133,SP,1965,JUDY,Not in target basins
1965049S14159,SP,1965,UNNAMED,Not in target basins
1965053S12137,SP,1965,MARIE,Not in target basins
1965055S19161,SP,1965,UNNAMED,Not in target basins
1965057S19166,SP,1965,UNNAMED,Not in target basins
1965088S14166,SP,1965,UNNAMED,Not in target basins
1965091S22174,SP,1965,UNNAMED,Not in target basins
1965140N09134,EP,1965,AMY,Not in target basins
1965155N12253,EP,1965,VICTORIA,Not in target basins
1965168N15262,EP,1965,WALLIE,Not in target basins
1965169N08142,EP,1965,EMMA,Not in target basins
1965180N15250,EP,1965,AVA,Not in target basins
1965182N12264,EP,1965,BERNICE,Not in target basins
1965199N26180,EP,1965,UNNAMED,Not in target basins
1965205N07163,EP,1965,JEAN,Not in target basins
1965220N22248,EP,1965,CLAUDIA,Not in target basins
1965233N14248,EP,1965,DOREEN,Not in target basins
1965242N17252,EP,1965,EMILY,Not in target basins
1965244N09145,EP,1965,SHIRLEY,Not in target basins
1965251N11143,EP,1965,TRIX,Not in target basins
1965251N16248,EP,1965,FLORENCE,Not in target basins
1965256N13149,EP,1965,VIRGINIA,Not in target basins
1965257N12248,EP,1965,GLENDA,Not in target basins
1965267N19250,EP,1965,HAZEL,Not in target basins
1965269N08156,EP,1965,BESS,Not in target basins
1965274N09162,EP,1965,CARMEN,Not in target basins
1965283N08168,EP,1965,DELLA,Not in target basins
1965317N09169,EP,1965,FAYE,Not in target basins
1965355S09134,SP,1966,AMANDA:GISELE,Not in target basins
1966024S15190,SP,1966,UNNAMED,Not in target basins
1966030S18201,SP,1966,UNNAMED,Not in target basins
1966040S11135,SP,1966,BETTY,Not in target basins
1966055S14149,SP,1966,CONNIE,Not in target basins
1966141N16117,EP,1966,JUDY,Not in target basins
1966171N09151,EP,1966,KIT,Not in target basins
1966171N14260,EP,1966,ADELE,Not in target basins
1966214N15145,EP,1966,RITA,Not in target basins
1966215N16244,EP,1966,BLANCA,Not in target basins
1966220N14237,EP,1966,CONNIE,Not in target basins
1966229N14257,EP,1966,DOLORES,Not in target basins
1966235N16249,EP,1966,EILEEN,Not in target basins
1966247N17137,EP,1966,DORIS,Not in target basins
1966249N16252,EP,1966,FRANCESCA,Not in target basins
1966251N17231,EP,1966,GRETCHEN,Not in target basins
1966253N14255,EP,1966,HELGA,Not in target basins
1966254N11265,EP,1966,IONE,Not in target basins
1966254N15211,EP,1966,UNNAMED,Not in target basins
1966254N17160,EP,1966,GRACE,Not in target basins
1966258N14251,EP,1966,JOYCE,Not in target basins
1966262N11160,EP,1966,JUNE,Not in target basins
1966263N19149,EP,1966,UNNAMED,Not in target basins
1966269N19245,EP,1966,KIRSTEN,Not in target basins
1966272N23138,EP,1966,UNNAMED,Not in target basins
1966277N16257,EP,1966,LORRAINE,Not in target basins
1966280N13154,EP,1966,KATHY,Not in target basins
1966290N12263,EP,1966,MAGGIE,Not in target basins
1966303N14168,EP,1966,MARIE,Not in target basins
1966317S08161,SP,1967,ANGELA,Not in target basins
1967001S35162,SP,1967,UNNAMED,Not in target basins
1967022S12165,SP,1967,AGNES:DINAH,Not in target basins
1967027S18173,SP,1967,UNNAMED,Not in target basins
1967048S13164,SP,1967,BARBARA,Not in target basins
1967054S15171,SP,1967,UNNAMED,Not in target basins
1967060S22159,SP,1967,UNNAMED,Not in target basins
1967062S16123,SP,1967,GWEN,Not in target basins
1967072S15149,SP,1967,ELAINE,Not in target basins
1967072S15157,SP,1967,DULCIE,Not in target basins
1967073S15138,SP,1967,CYNTHIA,Not in target basins
1967075N08148,EP,1967,THERESE,Not in target basins
1967085S13155,SP,1967,GLENDA,Not in target basins
1967086S13161,SP,1967,UNNAMED,Not in target basins
1967159N14243,EP,1967,AGATHA,Not in target basins
1967167N16259,EP,1967,BRIDGET,Not in target basins
1967174N15258,EP,1967,CARLOTTA,Not in target basins
1967186N15220,EP,1967,UNNAMED,Not in target basins
1967187N10264,EP,1967,DENISE,Not in target basins
1967194N15243,EP,1967,ELEANOR,Not in target basins
1967205N13262,EP,1967,FRANCENE,Not in target basins
1967206N15153,EP,1967,ELLEN,Not in target basins
1967206N15241,EP,1967,GEORGETTE,Not in target basins
1967209N17139,EP,1967,GEORGIA,Not in target basins
1967222N18249,EP,1967,UNNAMED,Not in target basins
1967224N13253,EP,1967,ILSA,Not in target basins
1967230N15248,EP,1967,JEWEL,Not in target basins
1967242N18253,EP,1967,KATRINA,Not in target basins
1967248N13253,EP,1967,LILY,Not in target basins
1967252N11211,EP,1967,SARAH,Not in target basins
1967253N29167,EP,1967,THELMA,Not in target basins
1967256N16254,EP,1967,MONICA,Not in target basins
1967256N18163,EP,1967,VERA,Not in target basins
1967257N15247,EP,1967,NANETTE,Not in target basins
1967259N24153,EP,1967,UNNAMED,Not in target basins
1967268N06165,EP,1967,AMY,Not in target basins
1967279N13251,EP,1967,OLIVIA,Not in target basins
1967287N13259,EP,1967,PRISCILLA,Not in target basins
1967289N09149,EP,1967,DINAH,Not in target basins
1967294N13245,EP,1967,RAMONA,Not in target basins
1967314S05163,SP,1968,ANNIE,Not in target basins
1967340S15152,SP,1968,UNNAMED,Not in target basins
1967343S25155,SP,1968,UNNAMED,Not in target basins
1967348S12185,SP,1968,UNNAMED,Not in target basins
1968014S13166,SP,1968,BRENDA,Not in target basins
1968026S14139,SP,1968,DIXIE,Not in target basins
1968026S16162,SP,1968,UNNAMED,Not in target basins
1968034S15140,SP,1968,UNNAMED,Not in target basins
1968044S17139,SP,1968,UNNAMED,Not in target basins
1968051S13139,SP,1968,BERTHA:BONNIE,Not in target basins
1968056S13148,SP,1968,UNNAMED,Not in target basins
1968060S14167,SP,1968,FLORENCE,Not in target basins
1968094S08156,SP,1968,GISELE:GISELLE,Not in target basins
1968149N10150,EP,1968,KIM,Not in target basins
1968173N17258,EP,1968,ANNETTE,Not in target basins
1968186N13256,EP,1968,BONNY,Not in target basins
1968196N15220,EP,1968,UNNAMED,Not in target basins
1968197N16257,EP,1968,CELESTE,Not in target basins
1968201N13152,EP,1968,MARY,Not in target basins
1968203N11257,EP,1968,DIANA,Not in target basins
1968206N11259,EP,1968,ESTELLE,Not in target basins
1968213N16218,EP,1968,ESTELLE,Not in target basins
1968214N22219,EP,1968,UNNAMED,Not in target basins
1968218N12256,EP,1968,FERNANDA,Not in target basins
1968219N12263,EP,1968,GWEN,Not in target basins
1968230N17252,EP,1968,HYACINTH,Not in target basins
1968234N10254,EP,1968,JOANNE,Not in target basins
1968234N13264,EP,1968,IVA,Not in target basins
1968235N20138,EP,1968,TRIX,Not in target basins
1968237N12259,EP,1968,KATHLEEN,Not in target basins
1968237N21177,EP,1968,VIRGINIA,Not in target basins
1968238N35180,EP,1968,VIRGINIA,Not in target basins
1968240N11173,EP,1968,AGNES,Not in target basins
1968241N12259,EP,1968,LIZA,Not in target basins
1968242N09268,EP,1968,MADELINE,Not in target basins
1968243N15198,EP,1968,UNNAMED,Not in target basins
1968253N12261,EP,1968,NAOMI,Not in target basins
1968266N16253,EP,1968,ORLA,Not in target basins
1968270N13261,EP,1968,PAULINE,Not in target basins
1968280N12262,EP,1968,REBECCA,Not in target basins
1968292N09165,EP,1968,IRMA,Not in target basins
1968293N13268,EP,1968,SIMONE,Not in target basins
1968295N14256,EP,1968,TARA,Not in target basins
1968300N10166,EP,1968,KIT,Not in target basins
1968308S17175,SP,1969,UNNAMED,Not in target basins
1968311N08165,EP,1968,LOLA,Not in target basins
1968328S09153,SP,1969,ADELE,Not in target basins
1968345S09162,SP,1969,BECKY,Not in target basins
1969008S12179,SP,1969,UNNAMED,Not in target basins
1969024S13148,SP,1969,BRIDGET,Not in target basins
1969027S08161,SP,1969,COLLEEN,Not in target basins
1969044S15173,SP,1969,HORTENSE,Not in target basins
1969047S15175,SP,1969,IRENE,Not in target basins
1969056S13178,SP,1969,UNNAMED,Not in target basins
1969058S11164,SP,1969,UNNAMED,Not in target basins
1969060S12136,SP,1969,AUDREY:BONNIE,Not in target basins
1969074S16162,SP,1969,UNNAMED,Not in target basins
1969091S15160,SP,1969,UNNAMED,Not in target basins
1969098S11156,SP,1969,UNNAMED,Not in target basins
1969101S10165,SP,1969,UNNAMED,Not in target basins
1969116S09153,SP,1969,ESTHER,Not in target basins
1969152N13268,EP,1969,UNNAMED,Not in target basins
1969156N11263,EP,1969,UNNAMED,Not in target basins
1969183N13269,EP,1969,AVA,Not in target basins
1969190N12258,EP,1969,BERNICE,Not in target basins
1969203N13230,EP,1969,CLAUDIA,Not in target basins
1969216N16253,EP,1969,DOREEN,Not in target basins
1969222N19253,EP,1969,UNNAMED,Not in target basins
1969235N20253,EP,1969,EMILY,Not in target basins
1969245N17253,EP,1969,FLORENCE,Not in target basins
1969251N15259,EP,1969,GLENDA,Not in target basins
1969262N15238,EP,1969,HEATHER,Not in target basins
1969273N16248,EP,1969,IRAH,Not in target basins
1969277N21253,EP,1969,UNNAMED,Not in target basins
1969279N11158,EP,1969,HELEN,Not in target basins
1969282N14256,EP,1969,JENNIFER,Not in target basins
1969287N11150,EP,1969,IDA,Not in target basins
1969299N10142,EP,1969,JUNE,Not in target basins
1969306N08156,EP,1969,KATHY,Not in target basins
1969318S20155,SP,1970,UNNAMED,Not in target basins
1970003S16165,SP,1970,ADA,Not in target basins
1970004S09175,SP,1970,UNNAMED,Not in target basins
1970009S12185,SP,1970,UNNAMED,Not in target basins
1970011S23178,SP,1970,UNNAMED,Not in target basins
1970041S14139,SP,1970,DAWN,Not in target basins
1970042S14155,SP,1970,FLORENCE,Not in target basins
1970043S15163,SP,1970,DOLLY,Not in target basins
1970046S25178,SP,1970,UNNAMED,Not in target basins
1970058S15200,SP,1970,EMMA,Not in target basins
1970060S14147,SP,1970,UNNAMED,Not in target basins
1970064S19153,SP,1970,UNNAMED,Not in target basins
1970071S11155,SP,1970,CINDY,Not in target basins
1970092S17165,SP,1970,UNNAMED,Not in target basins
1970098S16182,SP,1970,GILLIAN,Not in target basins
1970104S10164,SP,1970,ISA,Not in target basins
1970104S15184,SP,1970,HELEN,Not in target basins
1970151N11261,EP,1970,ADELE,Not in target basins
1970161N13243,EP,1970,BLANCA,Not in target basins
1970169N11252,EP,1970,CONNIE,Not in target basins
1970174S11176,SP,1970,UNNAMED,Not in target basins
1970178N16260,EP,1970,EILEEN,Not in target basins
1970183N08273,EP,1970,FRANCESCA,Not in target basins
1970196N15252,EP,1970,GRETCHEN,Not in target basins
1970198N16257,EP,1970,HELGA,Not in target basins
1970200N24161,EP,1970,SALLY,Not in target basins
1970204N14260,EP,1970,IONE,Not in target basins
1970205N18253,EP,1970,IONE,Not in target basins
1970211N17255,EP,1970,JOYCE,Not in target basins
1970211N27183,EP,1970,THERESE,Not in target basins
1970217N16260,EP,1970,KRISTEN,Not in target basins
1970219N18140,EP,1970,WILDA,Not in target basins
1970228N11263,EP,1970,LORRAINE,Not in target basins
1970233N13231,EP,1970,MAGGIE,Not in target basins
1970243N16257,EP,1970,NORMA,Not in target basins
1970244N25186,EP,1970,DOT,Not in target basins
1970250N14263,EP,1970,ORLENE,Not in target basins
1970277N12265,EP,1970,PATRICIA,Not in target basins
1970294N13247,EP,1970,ROSALIE,Not in target basins
1970306N15252,EP,1970,SELMA,Not in target basins
1970330S09138,SP,1971,BEVERLEY:EVA,Not in target basins
1970351S17176,SP,1971,PRISCILLA,Not in target basins
1970364S15165,SP,1971,ROSIE,Not in target basins
1970364S16154,SP,1971,UNNAMED,Not in target basins
1971032S15137,SP,1971,AGGIE,Not in target basins
1971041S20153,SP,1971,DORA,Not in target basins
1971042S17150,SP,1971,GERTIE,Not in target basins
1971046S17158,SP,1971,IDA,Not in target basins
1971048S16141,SP,1971,FIONA,Not in target basins
1971072S13155,SP,1971,LENA,Not in target basins
1971122N14120,EP,1971,BABE,Not in target basins
1971142N12267,EP,1971,AGATHA,Not in target basins
1971166N12270,EP,1971,BRIDGET,Not in target basins
1971183N11252,EP,1971,CARLOTTA,Not in target basins
1971184N11262,EP,1971,DENISE,Not in target basins
1971188N12254,EP,1971,ELEANOR,Not in target basins
1971195N24183,EP,1971,MARY,Not in target basins
1971199N11254,EP,1971,FRANCENE:FRANCESCA,Not in target basins
1971202N16256,EP,1971,GEORGETTE,Not in target basins
1971207N10251,EP,1971,HILARY,Not in target basins
1971212N12262,EP,1971,ILSA,Not in target basins
1971219N15259,EP,1971,JEWEL,Not in target basins
1971221N15263,EP,1971,KATRINA,Not in target basins
1971222N23155,EP,1971,SHIRLEY,Not in target basins
1971231N24151,EP,1971,TRIX,Not in target basins
1971235N23166,EP,1971,UNNAMED,Not in target basins
1971236N15213,EP,1971,UNNAMED,Not in target basins
1971240N13266,EP,1971,LILY,Not in target basins
1971241N12252,EP,1971,MONICA,Not in target basins
1971246N12264,EP,1971,NANETTE,Not in target basins
1971255N11312,EP,1971,IRENE:OLIVIA,Not in target basins
1971280N11270,EP,1971,PRISCILLA,Not in target basins
1971301N11259,EP,1971,RAMONA,Not in target basins
1971309S21167,SP,1972,UNNAMED,Not in target basins
1971311N06141,EP,1971,IRMA,Not in target basins
1971330N10260,EP,1971,SHARON,Not in target basins
1971336S07170,SP,1972,URSULA,Not in target basins
1971336S09139,SP,1972,KITTY,Not in target basins
1971350S14194,SP,1972,VIVIENNE,Not in target basins
1971354S11159,SP,1972,ALTHEA,Not in target basins
1972003S16139,SP,1972,BRONWYN,Not in target basins
1972005S10152,SP,1972,CARLOTTA,Not in target basins
1972018S18183,SP,1972,UNNAMED,Not in target basins
1972030S10175,SP,1972,WENDY,Not in target basins
1972036S14150,SP,1972,DAISY,Not in target basins
1972077S15178,SP,1972,YOLANDE,Not in target basins
1972082S15199,SP,1972,AGATHA,Not in target basins
1972088S11158,SP,1972,EMILY,Not in target basins
1972102S11140,SP,1972,FAITH,Not in target basins
1972102S13154,SP,1972,GAIL,Not in target basins
1972129S06156,SP,1972,HANNAH,Not in target basins
1972148N07168,EP,1972,LOLA,Not in target basins
1972151S05156,SP,1972,IDA,Not in target basins
1972153N12252,EP,1972,ANNETTE,Not in target basins
1972210N19251,EP,1972,BONNY,Not in target basins
1972219N15240,EP,1972,CELESTE,Not in target basins
1972224N10244,EP,1972,DIANA,Not in target basins
1972228N10250,EP,1972,ESTELLE,Not in target basins
1972233N11256,EP,1972,FERNANDA,Not in target basins
1972235N10262,EP,1972,GWEN,Not in target basins
1972241N11266,EP,1972,HYACINTH,Not in target basins
1972258N13258,EP,1972,IVA,Not in target basins
1972268N09203,EP,1972,JUNE,Not in target basins
1972274N12220,EP,1972,UNNAMED,Not in target basins
1972274N13255,EP,1972,JOANNE,Not in target basins
1972292N16251,EP,1972,KATHLEEN,Not in target basins
1972293N07181,EP,1972,OLGA,Not in target basins
1972293S08182,SP,1973,BEBE,Not in target basins
1972307S11184,SP,1973,COLLETTE,Not in target basins
1972316N05185,EP,1972,RUBY,Not in target basins
1972319N11263,EP,1972,LIZA,Not in target basins
1972331S07169,SP,1973,UNNAMED,Not in target basins
1972341S06166,SP,1973,DIANA,Not in target basins
1972366S08174,SP,1973,UNNAMED,Not in target basins
1972366S12178,SP,1973,UNNAMED,Not in target basins
1973014S13195,SP,1973,FELICITY,Not in target basins
1973027S15139,SP,1973,ADELINE,Not in target basins
1973029S16185,SP,1973,GLENDA,Not in target basins
1973031S10169,SP,1973,UNNAMED,Not in target basins
1973031S12184,SP,1973,ELENORE,Not in target basins
1973031S19195,SP,1973,GLENDA,Not in target basins
1973052S13151,SP,1973,KIRSTY,Not in target basins
1973058S11138,SP,1973,LEAH,Not in target basins
1973060S08161,SP,1973,MADGE,Not in target basins
1973060S11171,SP,1973,HENRIETTA,Not in target basins
1973061S15173,SP,1973,HENRIETTA,Not in target basins
1973079S09131,SP,1973,BELLA,Not in target basins
1973092S13168,SP,1973,JULIETTE,Not in target basins
1973095S22188,SP,1973,JULIETTE,Not in target basins
1973153N12266,EP,1973,AVA,Not in target basins
1973173N14262,EP,1973,BERNICE,Not in target basins
