SID,BASIN,SEASON,NAME,max_wind_kt,min_pressure_hpa,max_category,record_count,first_time,last_time,intensity_class
1900258N21088,NI,1900,UNNAMED,,,-5,98,1900-09-15 00:00:00,1900-09-27 03:00:00,Unknown
1900267N10126,WP,1900,UNNAMED,,,-5,56,1900-09-23 16:00:00,1900-09-29 04:00:00,Unknown
1900268N20128,WP,1900,UNNAMED,,,-5,16,1900-09-24 16:00:00,1900-09-26 04:00:00,Unknown
1900273N09124,WP,1900,UNNAMED,,,-5,46,1900-09-29 16:00:00,1900-10-04 04:00:00,Unknown
1900277N15087,NI,1900,UNNAMED,,,-5,50,1900-10-04 00:00:00,1900-10-10 03:00:00,Unknown
1900279N13126,WP,1900,UNNAMED,,,-5,36,1900-10-05 16:00:00,1900-10-09 04:00:00,Unknown
1900286N13125,WP,1900,UNNAMED,,,-5,56,1900-10-12 16:00:00,1900-10-18 04:00:00,Unknown
1900292N17125,WP,1900,UNNAMED,,,-5,26,1900-10-18 16:00:00,1900-10-21 04:00:00,Unknown
1900296N11085,NI,1900,UNNAMED,,,-5,10,1900-10-23 00:00:00,1900-10-24 03:00:00,Unknown
1900303N12129,WP,1900,UNNAMED,,,-5,51,1900-10-30 04:00:00,1900-11-04 04:00:00,Unknown
1900309N11128,WP,1900,UNNAMED,,,-5,56,1900-11-04 16:00:00,1900-11-10 04:00:00,Unknown
1900320N21127,WP,1900,UNNAMED,,,-5,6,1900-11-15 16:00:00,1900-11-16 04:00:00,Unknown
1901001S07073,SI,1901,UNNAMED,,,-5,33,1901-01-01 06:00:00,1901-01-05 06:00:00,Unknown
1901001S08073,SI,1901,UNNAMED,,,-5,21,1900-12-31 18:00:00,1901-01-03 06:00:00,Unknown
1901001S25046,SI,1901,UNNAMED,,,-5,25,1901-01-01 06:00:00,1901-01-04 06:00:00,Unknown
1901001S26047,SI,1901,UNNAMED,,,-5,9,1901-01-01 06:00:00,1901-01-02 06:00:00,Unknown
1901009S09073,SI,1901,UNNAMED,,,-5,17,1901-01-09 00:00:00,1901-01-11 00:00:00,Unknown
1901009S26047,SI,1901,UNNAMED,,,-5,9,1901-01-09 00:00:00,1901-01-10 00:00:00,Unknown
1901010S16056,SI,1901,UNNAMED,,,-5,57,1901-01-10 00:00:00,1901-01-17 00:00:00,Unknown
1901011S16056,SI,1901,UNNAMED,,,-5,57,1901-01-11 06:00:00,1901-01-18 06:00:00,Unknown
1901011S16062,SI,1901,UNNAMED,,,-5,73,1901-01-11 06:00:00,1901-01-20 06:00:00,Unknown
1901021S12113,SI,1901,UNNAMED,,,-5,57,1901-01-21 06:00:00,1901-01-28 06:00:00,Unknown
1901031S12112,SI,1901,UNNAMED,,,-5,94,1901-01-30 12:00:00,1901-02-11 03:00:00,Unknown
1901034N06115,WP,1901,UNNAMED,,,-5,26,1901-02-02 16:00:00,1901-02-05 04:00:00,Unknown
1901069S11061,SI,1901,UNNAMED,,,-5,41,1901-03-10 00:00:00,1901-03-15 00:00:00,Unknown
1901070S10062,SI,1901,UNNAMED,,,-5,57,1901-03-11 06:00:00,1901-03-18 06:00:00,Unknown
1901070S10422,SI,1901,UNNAMED,,,-5,45,1901-03-10 18:00:00,1901-03-16 06:00:00,Unknown
1901115N06074,NI,1901,UNNAMED,,,-5,82,1901-04-25 00:00:00,1901-05-05 03:00:00,Unknown
1901135N11128,WP,1901,UNNAMED,,,-5,86,1901-05-14 16:00:00,1901-05-23 04:00:00,Unknown
1901153N22128,WP,1901,UNNAMED,,,-5,6,1901-06-01 16:00:00,1901-06-02 04:00:00,Unknown
1901212N23132,WP,1901,UNNAMED,,,-5,36,1901-07-30 16:00:00,1901-08-03 04:00:00,Unknown
1901228N17115,WP,1901,UNNAMED,,,-5,46,1901-08-15 16:00:00,1901-08-20 04:00:00,Unknown
1901234N20129,WP,1901,UNNAMED,,,-5,26,1901-08-21 16:00:00,1901-08-24 04:00:00,Unknown
1901257N20132,WP,1901,UNNAMED,,,-5,46,1901-09-13 16:00:00,1901-09-18 04:00:00,Unknown
1901264N17085,NI,1901,UNNAMED,,,-5,26,1901-09-21 00:00:00,1901-09-24 03:00:00,Unknown
1901274N08132,WP,1901,UNNAMED,,,-5,56,1901-09-30 16:00:00,1901-10-06 04:00:00,Unknown
1901278N17087,NI,1901,UNNAMED,,,-5,26,1901-10-05 00:00:00,1901-10-08 03:00:00,Unknown
1901286N14135,WP,1901,UNNAMED,,,-5,56,1901-10-12 16:00:00,1901-10-18 04:00:00,Unknown
1901286N17087,NI,1901,UNNAMED,,,-5,34,1901-10-13 00:00:00,1901-10-17 03:00:00,Unknown
1901292N21130,WP,1901,UNNAMED,,,-5,6,1901-10-18 16:00:00,1901-10-19 04:00:00,Unknown
1901295N14134,WP,1901,UNNAMED,,,-5,46,1901-10-21 16:00:00,1901-10-26 04:00:00,Unknown
1901297N17133,WP,1901,UNNAMED,,,-5,51,1901-10-24 04:00:00,1901-10-29 04:00:00,Unknown
1901305S09069,SI,1902,UNNAMED,,,-5,61,1901-10-31 18:00:00,1901-11-08 06:00:00,Unknown
1901313S10068,SI,1902,UNNAMED,,,-5,57,1901-11-09 00:00:00,1901-11-16 00:00:00,Unknown
1901318N16084,NI,1901,UNNAMED,,,-5,34,1901-11-14 00:00:00,1901-11-18 03:00:00,Unknown
1901325S09069,SI,1902,UNNAMED,,,-5,73,1901-11-21 06:00:00,1901-11-30 06:00:00,Unknown
1901328N12088,NI,1901,UNNAMED,,,-5,26,1901-11-24 00:00:00,1901-11-27 03:00:00,Unknown
1901335S09068,SI,1902,UNNAMED,,,-5,53,1901-11-30 18:00:00,1901-12-07 06:00:00,Unknown
1901343S10067,SI,1902,UNNAMED,,,-5,49,1901-12-09 00:00:00,1901-12-15 00:00:00,Unknown
1901344S13052,SI,1902,UNNAMED,,,-5,33,1901-12-10 00:00:00,1901-12-14 00:00:00,Unknown
1901345S13052,SI,1902,UNNAMED,,,-5,49,1901-12-11 06:00:00,1901-12-17 06:00:00,Unknown
1902032S07075,SI,1902,UNNAMED,,,-5,49,1902-01-31 18:00:00,1902-02-06 18:00:00,Unknown
1902032S07435,SI,1902,UNNAMED,,,-5,65,1902-02-01 06:00:00,1902-02-09 06:00:00,Unknown
1902032S11064,SI,1902,UNNAMED,,,-5,45,1902-01-31 18:00:00,1902-02-06 06:00:00,Unknown
1902032S11065,SI,1902,UNNAMED,,,-5,57,1902-02-01 06:00:00,1902-02-08 06:00:00,Unknown
1902032S17071,SI,1902,UNNAMED,,,-5,49,1902-02-01 06:00:00,1902-02-07 06:00:00,Unknown
1902032S17431,SI,1902,UNNAMED,,,-5,37,1902-01-31 18:00:00,1902-02-05 06:00:00,Unknown
1902035S13122,SI,1902,UNNAMED,,,-5,63,1902-02-03 12:00:00,1902-02-11 06:00:00,Unknown
1902040S08073,SI,1902,UNNAMED,,,-5,49,1902-02-09 00:00:00,1902-02-15 00:00:00,Unknown
1902040S11063,SI,1902,UNNAMED,,,-5,41,1902-02-09 00:00:00,1902-02-14 00:00:00,Unknown
1902040S18070,SI,1902,UNNAMED,,,-5,33,1902-02-09 00:00:00,1902-02-13 00:00:00,Unknown
1902042S15065,SI,1902,UNNAMED,,,-5,33,1902-02-11 06:00:00,1902-02-15 06:00:00,Unknown
1902046S15066,SI,1902,UNNAMED,,,-5,29,1902-02-14 18:00:00,1902-02-18 06:00:00,Unknown
1902125N14095,NI,1902,UNNAMED,,,-5,10,1902-05-05 00:00:00,1902-05-06 03:00:00,Unknown
1902127N12055,NI,1902,UNNAMED,,,-5,58,1902-05-07 00:00:00,1902-05-14 03:00:00,Unknown
1902140N13128,WP,1902,UNNAMED,,,-5,46,1902-05-19 16:00:00,1902-05-24 04:00:00,Unknown
1902153N18123,WP,1902,UNNAMED,,,-5,36,1902-06-01 16:00:00,1902-06-05 04:00:00,Unknown
1902162N19070,NI,1902,UNNAMED,,,-5,42,1902-06-11 00:00:00,1902-06-16 03:00:00,Unknown
1902182N20124,WP,1902,UNNAMED,,,-5,26,1902-06-30 16:00:00,1902-07-03 04:00:00,Unknown
1902189N12129,WP,1902,UNNAMED,,,-5,56,1902-07-07 16:00:00,1902-07-13 04:00:00,Unknown
1902195N13127,WP,1902,UNNAMED,,,-5,46,1902-07-13 16:00:00,1902-07-18 04:00:00,Unknown
1902196N21089,NI,1902,UNNAMED,,,-5,34,1902-07-15 00:00:00,1902-07-19 03:00:00,Unknown
1902205N14130,WP,1902,UNNAMED,,,-5,56,1902-07-23 16:00:00,1902-07-29 04:00:00,Unknown
1902208N22088,NI,1902,UNNAMED,,,-5,50,1902-07-27 00:00:00,1902-08-02 03:00:00,Unknown
1902212N19124,WP,1902,UNNAMED,,,-5,31,1902-07-31 04:00:00,1902-08-03 04:00:00,Unknown
1902217N20129,WP,1902,UNNAMED,,,-5,46,1902-08-04 16:00:00,1902-08-09 04:00:00,Unknown
1902231N18086,NI,1902,UNNAMED,,,-5,34,1902-08-19 00:00:00,1902-08-23 03:00:00,Unknown
1902232N18114,WP,1902,UNNAMED,,,-5,16,1902-08-19 16:00:00,1902-08-21 04:00:00,Unknown
1902236N20088,NI,1902,UNNAMED,,,-5,34,1902-08-24 00:00:00,1902-08-28 03:00:00,Unknown
1902241N21123,WP,1902,UNNAMED,,,-5,31,1902-08-29 04:00:00,1902-09-01 04:00:00,Unknown
1902244N21088,NI,1902,UNNAMED,,,-5,18,1902-09-01 00:00:00,1902-09-03 03:00:00,Unknown
1902245N22133,WP,1902,UNNAMED,,,-5,16,1902-09-01 16:00:00,1902-09-03 04:00:00,Unknown
1902249N23132,WP,1902,UNNAMED,,,-5,6,1902-09-05 16:00:00,1902-09-06 04:00:00,Unknown
1902264N18126,WP,1902,UNNAMED,,,-5,46,1902-09-20 16:00:00,1902-09-25 04:00:00,Unknown
1902266N18090,NI,1902,UNNAMED,,,-5,26,1902-09-23 00:00:00,1902-09-26 03:00:00,Unknown
1902270N21122,WP,1902,UNNAMED,,,-5,6,1902-09-26 16:00:00,1902-09-27 04:00:00,Unknown
1902270N27144,WP,1902,UNNAMED,,,-5,6,1902-09-26 16:00:00,1902-09-27 04:00:00,Unknown
1902279N26134,WP,1902,UNNAMED,,,-5,6,1902-10-05 16:00:00,1902-10-06 04:00:00,Unknown
1902287N14064,NI,1902,UNNAMED,,,-5,26,1902-10-14 00:00:00,1902-10-17 03:00:00,Unknown
1902300N09085,NI,1902,UNNAMED,,,-5,18,1902-10-27 00:00:00,1902-10-29 03:00:00,Unknown
1902301N11065,NI,1902,UNNAMED,,,-5,42,1902-10-28 00:00:00,1902-11-02 03:00:00,Unknown
1902305S14061,SI,1903,UNNAMED,,,-5,49,1902-11-01 06:00:00,1902-11-07 06:00:00,Unknown
1902305S15061,SI,1903,UNNAMED,,,-5,37,1902-10-31 18:00:00,1902-11-05 06:00:00,Unknown
1902312N14132,WP,1902,UNNAMED,,,-5,36,1902-11-07 16:00:00,1902-11-11 04:00:00,Unknown
1902313S15059,SI,1903,UNNAMED,,,-5,33,1902-11-09 00:00:00,1902-11-13 00:00:00,Unknown
1902335S09065,SI,1903,UNNAMED,,,-5,89,1902-12-01 06:00:00,1902-12-12 06:00:00,Unknown
1902335S09425,SI,1903,UNNAMED,,,-5,77,1902-11-30 18:00:00,1902-12-10 06:00:00,Unknown
1902341N09063,NI,1902,UNNAMED,,,-5,42,1902-12-07 00:00:00,1902-12-12 03:00:00,Unknown
1902343S09065,SI,1903,UNNAMED,,,-5,73,1902-12-09 00:00:00,1902-12-18 00:00:00,Unknown
1902345S17059,SI,1903,UNNAMED,,,-5,17,1902-12-11 00:00:00,1902-12-13 00:00:00,Unknown
1902355S17060,SI,1903,UNNAMED,,,-5,37,1902-12-20 18:00:00,1902-12-25 06:00:00,Unknown
1903010S11057,SI,1903,UNNAMED,,,-5,33,1903-01-10 00:00:00,1903-01-14 00:00:00,Unknown
1903010S13063,SI,1903,UNNAMED,,,-5,33,1903-01-10 00:00:00,1903-01-14 00:00:00,Unknown
1903010S13125,SI,1903,UNNAMED,,,-5,77,1903-01-09 12:00:00,1903-01-19 00:00:00,Unknown
1903011S10058,SI,1903,UNNAMED,,,-5,57,1903-01-11 06:00:00,1903-01-18 06:00:00,Unknown
1903011S11057,SI,1903,UNNAMED,,,-5,33,1903-01-11 06:00:00,1903-01-15 06:00:00,Unknown
1903011S12064,SI,1903,UNNAMED,,,-5,51,1903-01-11 00:00:00,1903-01-17 06:00:00,Unknown
1903021S11064,SI,1903,UNNAMED,,,-5,49,1903-01-21 06:00:00,1903-01-27 06:00:00,Unknown
1903032S11058,SI,1903,UNNAMED,,,-5,65,1903-02-01 06:00:00,1903-02-09 06:00:00,Unknown
1903039S12052,SI,1903,UNNAMED,,,-5,21,1903-02-07 18:00:00,1903-02-10 06:00:00,Unknown
1903039S12057,SI,1903,UNNAMED,,,-5,49,1903-02-08 06:00:00,1903-02-14 06:00:00,Unknown
1903039S16066,SI,1903,UNNAMED,,,-5,13,1903-02-07 18:00:00,1903-02-09 06:00:00,Unknown
1903041S12057,SI,1903,UNNAMED,,,-5,49,1903-02-10 00:00:00,1903-02-16 00:00:00,Unknown
1903041S13051,SI,1903,UNNAMED,,,-5,17,1903-02-10 00:00:00,1903-02-12 00:00:00,Unknown
1903041S18066,SI,1903,UNNAMED,,,-5,9,1903-02-10 00:00:00,1903-02-11 00:00:00,Unknown
1903042S12052,SI,1903,UNNAMED,,,-5,33,1903-02-11 06:00:00,1903-02-15 06:00:00,Unknown
1903042S16067,SI,1903,UNNAMED,,,-5,25,1903-02-11 06:00:00,1903-02-14 06:00:00,Unknown
1903060S13057,SI,1903,UNNAMED,,,-5,49,1903-03-01 06:00:00,1903-03-07 06:00:00,Unknown
1903060S14056,SI,1903,UNNAMED,,,-5,33,1903-03-01 06:00:00,1903-03-05 06:00:00,Unknown
1903068S14056,SI,1903,UNNAMED,,,-5,33,1903-03-09 00:00:00,1903-03-13 00:00:00,Unknown
1903070S13057,SI,1903,UNNAMED,,,-5,105,1903-03-11 00:00:00,1903-03-24 00:00:00,Unknown
1903080S12057,SI,1903,UNNAMED,,,-5,125,1903-03-20 18:00:00,1903-04-05 06:00:00,Unknown
1903142N16072,NI,1903,UNNAMED,,,-5,18,1903-05-22 00:00:00,1903-05-24 03:00:00,Unknown
1903153N11127,WP,1903,UNNAMED,,,-5,56,1903-06-01 16:00:00,1903-06-07 04:00:00,Unknown
1903163N14072,NI,1903,UNNAMED,,,-5,42,1903-06-12 00:00:00,1903-06-17 03:00:00,Unknown
1903176N22088,NI,1903,UNNAMED,,,-5,10,1903-06-25 00:00:00,1903-06-26 03:00:00,Unknown
1903189N23129,WP,1903,UNNAMED,,,-5,6,1903-07-07 16:00:00,1903-07-08 04:00:00,Unknown
1903193N18087,NI,1903,UNNAMED,,,-5,18,1903-07-12 00:00:00,1903-07-14 03:00:00,Unknown
1903195N21070,NI,1903,UNNAMED,,,-5,18,1903-07-14 00:00:00,1903-07-16 03:00:00,Unknown
1903204N21087,NI,1903,UNNAMED,,,-5,10,1903-07-23 00:00:00,1903-07-24 03:00:00,Unknown
1903208N16132,WP,1903,UNNAMED,,,-5,56,1903-07-26 16:00:00,1903-08-01 04:00:00,Unknown
1903213N20087,NI,1903,UNNAMED,,,-5,18,1903-08-01 00:00:00,1903-08-03 03:00:00,Unknown
1903217N20124,WP,1903,UNNAMED,,,-5,36,1903-08-04 16:00:00,1903-08-08 04:00:00,Unknown
1903223N20126,WP,1903,UNNAMED,,,-5,36,1903-08-10 16:00:00,1903-08-14 04:00:00,Unknown
1903230N23122,WP,1903,UNNAMED,,,-5,21,1903-08-18 04:00:00,1903-08-20 04:00:00,Unknown
1903241N17085,NI,1903,UNNAMED,,,-5,10,1903-08-29 00:00:00,1903-08-30 03:00:00,Unknown
1903241N19124,WP,1903,UNNAMED,,,-5,16,1903-08-28 16:00:00,1903-08-30 04:00:00,Unknown
1903244N20131,WP,1903,UNNAMED,,,-5,6,1903-08-31 16:00:00,1903-09-01 04:00:00,Unknown
1903253N18120,WP,1903,UNNAMED,,,-5,36,1903-09-09 16:00:00,1903-09-13 04:00:00,Unknown
1903254N23089,NI,1903,UNNAMED,,,-5,34,1903-09-11 00:00:00,1903-09-15 03:00:00,Unknown
1903263N21133,WP,1903,UNNAMED,,,-5,26,1903-09-19 16:00:00,1903-09-22 04:00:00,Unknown
1903271N15118,WP,1903,UNNAMED,,,-5,26,1903-09-27 16:00:00,1903-09-30 04:00:00,Unknown
1903277N22127,WP,1903,UNNAMED,,,-5,26,1903-10-03 16:00:00,1903-10-06 04:00:00,Unknown
1903278N19086,NI,1903,UNNAMED,,,-5,50,1903-10-05 00:00:00,1903-10-11 03:00:00,Unknown
1903281N22133,WP,1903,UNNAMED,,,-5,6,1903-10-07 16:00:00,1903-10-08 04:00:00,Unknown
1903291N17126,WP,1903,UNNAMED,,,-5,71,1903-10-18 04:00:00,1903-10-25 04:00:00,Unknown
1903298N16125,WP,1903,UNNAMED,,,-5,36,1903-10-24 16:00:00,1903-10-28 04:00:00,Unknown
1903301N13084,NI,1903,UNNAMED,,,-5,26,1903-10-28 00:00:00,1903-10-31 03:00:00,Unknown
1903308N11087,NI,1903,UNNAMED,,,-5,18,1903-11-04 00:00:00,1903-11-06 03:00:00,Unknown
1903309N09135,WP,1903,UNNAMED,,,-5,56,1903-11-04 16:00:00,1903-11-10 04:00:00,Unknown
1903317N14087,NI,1903,UNNAMED,,,-5,18,1903-11-13 00:00:00,1903-11-15 03:00:00,Unknown
1903329N10087,NI,1903,UNNAMED,,,-5,18,1903-11-25 00:00:00,1903-11-27 03:00:00,Unknown
1904042S14055,SI,1904,UNNAMED,,,-5,51,1904-02-11 00:00:00,1904-02-17 06:00:00,Unknown
1904046S13055,SI,1904,UNNAMED,,,-5,45,1904-02-14 18:00:00,1904-02-20 06:00:00,Unknown
1904071S14059,SI,1904,UNNAMED,,,-5,33,1904-03-11 00:00:00,1904-03-15 00:00:00,Unknown
1904081S13060,SI,1904,UNNAMED,,,-5,49,1904-03-21 06:00:00,1904-03-27 06:00:00,Unknown
1904081S13420,SI,1904,UNNAMED,,,-5,37,1904-03-20 18:00:00,1904-03-25 06:00:00,Unknown
1904092S13068,SI,1904,UNNAMED,,,-5,41,1904-04-01 06:00:00,1904-04-06 06:00:00,Unknown
1904092S14068,SI,1904,UNNAMED,,,-5,29,1904-03-31 18:00:00,1904-04-04 06:00:00,Unknown
1904100S15066,SI,1904,UNNAMED,,,-5,25,1904-04-09 00:00:00,1904-04-12 00:00:00,Unknown
1904107S14119,SI,1904,UNNAMED,,,-5,21,1904-04-15 12:00:00,1904-04-18 00:00:00,Unknown
1904138N14125,WP,1904,UNNAMED,,,-5,41,1904-05-17 04:00:00,1904-05-21 04:00:00,Unknown
1904146N14083,NI,1904,UNNAMED,,,-5,26,1904-05-25 00:00:00,1904-05-28 03:00:00,Unknown
1904162N21089,NI,1904,UNNAMED,,,-5,18,1904-06-10 00:00:00,1904-06-12 03:00:00,Unknown
1904179N21121,WP,1904,UNNAMED,,,-5,6,1904-06-26 16:00:00,1904-06-27 04:00:00,Unknown
1904184N14126,WP,1904,UNNAMED,,,-5,36,1904-07-01 13:00:00,1904-07-05 01:00:00,Unknown
1904184N22085,NI,1904,UNNAMED,,,-5,10,1904-07-02 00:00:00,1904-07-03 03:00:00,Unknown
1904187N12150,WP,1904,UNNAMED,,,-5,36,1904-07-04 13:00:00,1904-07-08 01:00:00,Unknown
1904189N23089,NI,1904,UNNAMED,,,-5,34,1904-07-07 00:00:00,1904-07-11 03:00:00,Unknown
1904195N22128,WP,1904,UNNAMED,,,-5,56,1904-07-12 13:00:00,1904-07-18 01:00:00,Unknown
1904202N10150,WP,1904,UNNAMED,,,-5,86,1904-07-19 13:00:00,1904-07-28 01:00:00,Unknown
1904205N18149,WP,1904,UNNAMED,,,-5,26,1904-07-22 13:00:00,1904-07-25 01:00:00,Unknown
1904213N21136,WP,1904,UNNAMED,,,-5,26,1904-07-30 13:00:00,1904-08-02 01:00:00,Unknown
1904222N18110,WP,1904,UNNAMED,,,-5,16,1904-08-08 16:00:00,1904-08-10 04:00:00,Unknown
1904225N20089,NI,1904,UNNAMED,,,-5,34,1904-08-12 00:00:00,1904-08-16 03:00:00,Unknown
1904228N20124,WP,1904,UNNAMED,,,-5,26,1904-08-14 16:00:00,1904-08-17 04:00:00,Unknown
1904232N21135,WP,1904,UNNAMED,,,-5,6,1904-08-18 16:00:00,1904-08-19 04:00:00,Unknown
1904233N21089,NI,1904,UNNAMED,,,-5,34,1904-08-20 00:00:00,1904-08-24 03:00:00,Unknown
1904235N16113,WP,1904,UNNAMED,,,-5,76,1904-08-21 16:00:00,1904-08-29 04:00:00,Unknown
1904242N20132,WP,1904,UNNAMED,,,-5,6,1904-08-28 16:00:00,1904-08-29 04:00:00,Unknown
1904248N10150,WP,1904,UNNAMED,,,-5,66,1904-09-03 16:00:00,1904-09-10 04:00:00,Unknown
1904254N18086,NI,1904,UNNAMED,,,-5,58,1904-09-10 00:00:00,1904-09-17 03:00:00,Unknown
1904257N17150,WP,1904,UNNAMED,,,-5,26,1904-09-12 16:00:00,1904-09-15 04:00:00,Unknown
1904257N22144,WP,1904,UNNAMED,,,-5,16,1904-09-12 16:00:00,1904-09-14 04:00:00,Unknown
1904277N16138,WP,1904,UNNAMED,,,-5,26,1904-10-02 16:00:00,1904-10-05 04:00:00,Unknown
1904288N13085,NI,1904,UNNAMED,,,-5,26,1904-10-14 00:00:00,1904-10-17 03:00:00,Unknown
1904304N16113,WP,1904,UNNAMED,,,-5,6,1904-10-29 16:00:00,1904-10-30 04:00:00,Unknown
1904326N13089,NI,1904,UNNAMED,,,-5,18,1904-11-21 00:00:00,1904-11-23 03:00:00,Unknown
1904345S08063,SI,1905,UNNAMED,,,-5,57,1904-12-10 00:00:00,1904-12-17 00:00:00,Unknown
1904346S08064,SI,1905,UNNAMED,,,-5,61,1904-12-10 18:00:00,1904-12-18 06:00:00,Unknown
1904346S08065,SI,1905,UNNAMED,,,-5,73,1904-12-11 06:00:00,1904-12-20 06:00:00,Unknown
1905011S10048,SI,1905,UNNAMED,,,-5,41,1905-01-11 00:00:00,1905-01-16 00:00:00,Unknown
1905011S14070,SI,1905,UNNAMED,,,-5,25,1905-01-11 00:00:00,1905-01-14 00:00:00,Unknown
1905021S09049,SI,1905,UNNAMED,,,-5,57,1905-01-21 06:00:00,1905-01-28 06:00:00,Unknown
1905021S10048,SI,1905,UNNAMED,,,-5,41,1905-01-21 06:00:00,1905-01-26 06:00:00,Unknown
1905021S14070,SI,1905,UNNAMED,,,-5,25,1905-01-21 06:00:00,1905-01-24 06:00:00,Unknown
1905021S14071,SI,1905,UNNAMED,,,-5,41,1905-01-21 06:00:00,1905-01-26 06:00:00,Unknown
1905043S16068,SI,1905,UNNAMED,,,-5,25,1905-02-12 00:00:00,1905-02-15 00:00:00,Unknown
1905052S16070,SI,1905,UNNAMED,,,-5,41,1905-02-21 06:00:00,1905-02-26 06:00:00,Unknown
1905069S15053,SI,1905,UNNAMED,,,-5,17,1905-03-10 00:00:00,1905-03-12 00:00:00,Unknown
1905069S15056,SI,1905,UNNAMED,,,-5,25,1905-03-10 00:00:00,1905-03-13 00:00:00,Unknown
1905070S14053,SI,1905,UNNAMED,,,-5,33,1905-03-11 06:00:00,1905-03-15 06:00:00,Unknown
1905070S14413,SI,1905,UNNAMED,,,-5,21,1905-03-10 18:00:00,1905-03-13 06:00:00,Unknown
1905070S15057,SI,1905,UNNAMED,,,-5,41,1905-03-11 06:00:00,1905-03-16 06:00:00,Unknown
1905070S15417,SI,1905,UNNAMED,,,-5,29,1905-03-10 18:00:00,1905-03-14 06:00:00,Unknown
1905091S12057,SI,1905,UNNAMED,,,-5,85,1905-03-31 18:00:00,1905-04-11 06:00:00,Unknown
1905099S13055,SI,1905,UNNAMED,,,-5,65,1905-04-09 00:00:00,1905-04-17 00:00:00,Unknown
1905113N09150,WP,1905,UNNAMED,,,-5,106,1905-04-22 16:00:00,1905-05-03 04:00:00,Unknown
1905143N17129,WP,1905,UNNAMED,,,-5,26,1905-05-22 16:00:00,1905-05-25 04:00:00,Unknown
1905163N23138,WP,1905,UNNAMED,,,-5,16,1905-06-11 16:00:00,1905-06-13 04:00:00,Unknown
1905166N18117,WP,1905,UNNAMED,,,-5,46,1905-06-14 16:00:00,1905-06-19 04:00:00,Unknown
1905181N19126,WP,1905,UNNAMED,,,-5,26,1905-06-29 16:00:00,1905-07-02 04:00:00,Unknown
1905181N21087,NI,1905,UNNAMED,,,-5,26,1905-06-30 00:00:00,1905-07-03 03:00:00,Unknown
1905186N22089,NI,1905,UNNAMED,,,-5,26,1905-07-05 00:00:00,1905-07-08 03:00:00,Unknown
1905192N21090,NI,1905,UNNAMED,,,-5,26,1905-07-11 00:00:00,1905-07-14 03:00:00,Unknown
1905197N20134,WP,1905,UNNAMED,,,-5,16,1905-07-15 16:00:00,1905-07-17 04:00:00,Unknown
1905200N17122,WP,1905,UNNAMED,,,-5,36,1905-07-18 16:00:00,1905-07-22 04:00:00,Unknown
1905200N21089,NI,1905,UNNAMED,,,-5,42,1905-07-19 00:00:00,1905-07-24 03:00:00,Unknown
1905207N22118,WP,1905,UNNAMED,,,-5,16,1905-07-25 16:00:00,1905-07-27 04:00:00,Unknown
1905212N21123,WP,1905,UNNAMED,,,-5,16,1905-07-30 16:00:00,1905-08-01 04:00:00,Unknown
1905214N17149,WP,1905,UNNAMED,,,-5,56,1905-08-01 16:00:00,1905-08-07 04:00:00,Unknown
1905223N11142,WP,1905,UNNAMED,,,-5,46,1905-08-10 16:00:00,1905-08-15 04:00:00,Unknown
1905229N19116,WP,1905,UNNAMED,,,-5,26,1905-08-16 16:00:00,1905-08-19 04:00:00,Unknown
1905235N10146,WP,1905,UNNAMED,,,-5,86,1905-08-22 16:00:00,1905-08-31 04:00:00,Unknown
1905239N16148,WP,1905,UNNAMED,,,-5,56,1905-08-26 16:00:00,1905-09-01 04:00:00,Unknown
1905250N19087,NI,1905,UNNAMED,,,-5,42,1905-09-07 00:00:00,1905-09-12 03:00:00,Unknown
1905256N21125,WP,1905,UNNAMED,,,-5,16,1905-09-12 16:00:00,1905-09-14 04:00:00,Unknown
1905260N17125,WP,1905,UNNAMED,,,-5,46,1905-09-16 16:00:00,1905-09-21 04:00:00,Unknown
1905265N13127,WP,1905,UNNAMED,,,-5,36,1905-09-21 16:00:00,1905-09-25 04:00:00,Unknown
1905265N16087,NI,1905,UNNAMED,,,-5,34,1905-09-22 00:00:00,1905-09-26 03:00:00,Unknown
1905268N11130,WP,1905,UNNAMED,,,-5,36,1905-09-24 16:00:00,1905-09-28 04:00:00,Unknown
1905271N22089,NI,1905,UNNAMED,,,-5,18,1905-09-28 00:00:00,1905-09-30 03:00:00,Unknown
1905278N20131,WP,1905,UNNAMED,,,-5,6,1905-10-04 16:00:00,1905-10-05 04:00:00,Unknown
1905295N17067,NI,1905,UNNAMED,,,-5,34,1905-10-22 00:00:00,1905-10-26 03:00:00,Unknown
1905296N13126,WP,1905,UNNAMED,,,-5,36,1905-10-22 16:00:00,1905-10-26 04:00:00,Unknown
1905296N17086,NI,1905,UNNAMED,,,-5,26,1905-10-23 00:00:00,1905-10-26 03:00:00,Unknown
1905303N12133,WP,1905,UNNAMED,,,-5,46,1905-10-29 16:00:00,1905-11-03 04:00:00,Unknown
1905342N15092,NI,1905,UNNAMED,,,-5,10,1905-12-08 00:00:00,1905-12-09 03:00:00,Unknown
1905345S19053,SI,1906,UNNAMED,,,-5,17,1905-12-11 00:00:00,1905-12-13 00:00:00,Unknown
1905355S18054,SI,1906,UNNAMED,,,-5,33,1905-12-21 06:00:00,1905-12-25 06:00:00,Unknown
