SID,BASIN,SEASON,NAME,max_wind_kt,min_pressure_hpa,max_category,record_count,first_time,last_time,intensity_class
1957358S13056,SI,1958,UNNAMED,,,-5,65,1957-12-24 00:00:00,1958-01-01 00:00:00,Unknown
1957359N07083,NI,1957,UNNAMED,,,-5,12,1957-12-24 18:00:00,1957-12-26 03:00:00,Unknown
1958007N03171,WP,1958,OPHELIA,,940.0,5,91,1958-01-06 18:00:00,1958-01-18 00:00:00,Unknown
1958011S11137,SI,1958,UNNAMED,,1004.0,-1,39,1958-01-13 09:00:00,1958-01-16 17:00:00,Unknown
1958015S15122,SI,1958,UNNAMED,,990.0,-5,85,1958-01-14 23:00:00,1958-01-22 01:00:00,Unknown
1958016S18060,SI,1958,UNNAMED,,,-5,33,1958-01-16 06:00:00,1958-01-20 06:00:00,Unknown
1958022S21050,SI,1958,UNNAMED,,,-5,17,1958-01-22 06:00:00,1958-01-24 06:00:00,Unknown
1958023S21042,SI,1958,UNNAMED,,,-5,49,1958-01-23 06:00:00,1958-01-29 06:00:00,Unknown
1958030S12055,SI,1958,UNNAMED,,,-5,33,1958-01-30 06:00:00,1958-02-03 06:00:00,Unknown
1958039S08093,SI,1958,UNNAMED,,,-5,45,1958-02-07 18:00:00,1958-02-13 06:00:00,Unknown
1958039S08101,SI,1958,UNNAMED,,997.0,0,108,1958-02-07 16:00:00,1958-02-15 04:00:00,Unknown
1958044S14107,SI,1958,UNNAMED,,993.0,-5,36,1958-02-12 23:00:00,1958-02-16 01:00:00,Unknown
1958052S19038,SI,1958,UNNAMED,,,-5,57,1958-02-21 06:00:00,1958-02-28 06:00:00,Unknown
1958055S12066,SI,1958,UNNAMED,,,-5,37,1958-02-23 18:00:00,1958-02-28 06:00:00,Unknown
1958060S16117,SI,1958,UNNAMED,,960.0,-5,42,1958-03-01 01:00:00,1958-03-05 07:00:00,Unknown
1958062S14057,SI,1958,UNNAMED,,,-5,61,1958-03-02 18:00:00,1958-03-10 06:00:00,Unknown
1958062S16118,SI,1958,UNNAMED,,,-5,41,1958-03-02 23:00:00,1958-03-06 23:00:00,Unknown
1958063S12068,SI,1958,UNNAMED,,,-5,41,1958-03-04 06:00:00,1958-03-09 06:00:00,Unknown
1958073S12060,SI,1958,UNNAMED,,,-5,65,1958-03-14 06:00:00,1958-03-22 06:00:00,Unknown
1958073S19115,SI,1958,UNNAMED,,950.0,-5,48,1958-03-13 23:00:00,1958-03-17 23:00:00,Unknown
1958088S08095,SI,1958,UNNAMED,,,-5,17,1958-03-29 06:00:00,1958-03-31 06:00:00,Unknown
1958095S12067,SI,1958,UNNAMED,,,-5,45,1958-04-04 18:00:00,1958-04-10 06:00:00,Unknown
1958119N13128,WP,1958,UNNAMED,,995.0,-5,11,1958-04-29 00:00:00,1958-04-30 06:00:00,Unknown
1958127N13083,NI,1958,UNNAMED,,,-5,12,1958-05-06 18:00:00,1958-05-08 03:00:00,Unknown
1958136N16088,NI,1958,UNNAMED,,,-5,24,1958-05-16 06:00:00,1958-05-19 03:00:00,Unknown
1958143N06158,WP,1958,PHYLLIS,,940.0,5,117,1958-05-23 00:00:00,1958-06-06 12:00:00,Unknown
1958147N15114,WP,1958,UNNAMED,,990.0,-5,85,1958-05-26 18:00:00,1958-06-06 06:00:00,Unknown
1958158N08151,WP,1958,RITA,,985.0,1,55,1958-06-07 00:00:00,1958-06-13 18:00:00,Unknown
1958159N20127,WP,1958,UNNAMED,,998.0,-5,41,1958-06-08 00:00:00,1958-06-13 00:00:00,Unknown
1958164N12146,WP,1958,SUSAN,,985.0,3,47,1958-06-13 00:00:00,1958-06-18 18:00:00,Unknown
1958179N04158,WP,1958,TESS,,1000.0,1,65,1958-06-28 00:00:00,1958-07-06 00:00:00,Unknown
1958182N08113,WP,1958,UNNAMED,,,-5,29,1958-06-30 12:00:00,1958-07-04 00:00:00,Unknown
1958189N11149,WP,1958,VIOLA,,965.0,3,77,1958-07-07 18:00:00,1958-07-17 06:00:00,Unknown
1958190N20088,NI,1958,UNNAMED,,,-5,20,1958-07-08 18:00:00,1958-07-11 03:00:00,Unknown
1958192N16135,WP,1958,WINNIE,,925.0,5,57,1958-07-11 00:00:00,1958-07-18 00:00:00,Unknown
1958194N05146,WP,1958,ALICE,,925.0,4,120,1958-07-13 06:00:00,1958-07-28 03:00:00,Unknown
1958194N20115,WP,1958,BETTY,,985.0,0,27,1958-07-13 00:00:00,1958-07-16 06:00:00,Unknown
1958197N21088,NI,1958,UNNAMED,,,-5,12,1958-07-15 18:00:00,1958-07-17 03:00:00,Unknown
1958200N18113,WP,1958,UNNAMED,,992.0,-5,47,1958-07-19 06:00:00,1958-07-25 00:00:00,Unknown
1958203N09160,WP,1958,DORIS,,935.0,4,69,1958-07-22 00:00:00,1958-07-30 12:00:00,Unknown
1958216N15118,WP,1958,UNNAMED,,995.0,-5,63,1958-08-03 12:00:00,1958-08-11 06:00:00,Unknown
1958217N23152,WP,1958,ELSIE,,965.0,1,45,1958-08-04 12:00:00,1958-08-10 00:00:00,Unknown
1958217N28142,WP,1958,UNNAMED,,,-5,43,1958-08-05 06:00:00,1958-08-10 12:00:00,Unknown
1958232N12139,WP,1958,FLOSSIE,,970.0,2,67,1958-08-19 12:00:00,1958-08-27 18:00:00,Unknown
1958235N15114,WP,1958,UNNAMED,,,-5,51,1958-08-22 18:00:00,1958-08-29 00:00:00,Unknown
1958237N15129,WP,1958,UNNAMED,,994.0,-5,47,1958-08-25 06:00:00,1958-08-31 00:00:00,Unknown
1958240N08146,WP,1958,GRACE,,905.0,5,103,1958-08-27 18:00:00,1958-09-09 12:00:00,Unknown
1958240N15111,WP,1958,UNNAMED,,,-5,51,1958-08-28 00:00:00,1958-09-03 06:00:00,Unknown
1958241N19088,NI,1958,UNNAMED,,,-5,44,1958-08-28 18:00:00,1958-09-03 03:00:00,Unknown
1958246N09146,WP,1958,UNNAMED,,986.0,-5,89,1958-09-02 12:00:00,1958-09-13 12:00:00,Unknown
1958248N19117,WP,1958,UNNAMED,,,-5,31,1958-09-05 06:00:00,1958-09-09 00:00:00,Unknown
1958251N10142,WP,1958,HELEN,,920.0,5,113,1958-09-08 00:00:00,1958-09-22 00:00:00,Unknown
1958251N20090,NI,1958,UNNAMED,,,-5,44,1958-09-07 18:00:00,1958-09-13 03:00:00,Unknown
1958256N21090,NI,1958,UNNAMED,,,-5,20,1958-09-12 18:00:00,1958-09-15 03:00:00,Unknown
1958263N13148,WP,1958,IDA,,877.0,5,71,1958-09-20 06:00:00,1958-09-29 00:00:00,Unknown
1958263N19175,WP,1958,JUNE,,990.0,-5,25,1958-09-20 00:00:00,1958-09-23 00:00:00,Unknown
1958263N20176,WP,1958,JUNE,,,1,21,1958-09-20 00:00:00,1958-09-22 12:00:00,Unknown
1958263N21176,WP,1958,JUNE,,,-5,15,1958-09-20 00:00:00,1958-09-21 18:00:00,Unknown
1958263N23179,WP,1958,UNNAMED,,,-5,14,1958-09-20 00:00:00,1958-09-22 00:00:00,Unknown
1958268N15118,WP,1958,UNNAMED,,1000.0,-5,49,1958-09-24 12:00:00,1958-09-30 12:00:00,Unknown
1958279N10086,NI,1958,UNNAMED,,,-5,84,1958-10-05 18:00:00,1958-10-16 03:00:00,Unknown
1958281S07092,SI,1959,UNNAMED,,,-5,25,1958-10-08 06:00:00,1958-10-11 06:00:00,Unknown
1958290N13082,NI,1958,UNNAMED,,,-5,28,1958-10-16 18:00:00,1958-10-20 03:00:00,Unknown
1958291N11103,NI,1958,UNNAMED,,,-5,15,1958-10-19 06:00:00,1958-10-21 00:00:00,Unknown
1958291N11103,WP,1958,UNNAMED,,,-5,14,1958-10-17 12:00:00,1958-10-19 03:00:00,Unknown
1958293N12128,WP,1958,KATHY,,975.0,3,69,1958-10-20 06:00:00,1958-10-28 18:00:00,Unknown
1958295N10149,WP,1958,LORNA,,940.0,3,124,1958-10-21 18:00:00,1958-11-06 03:00:00,Unknown
1958295N19090,NI,1958,UNNAMED,,,-5,20,1958-10-21 18:00:00,1958-10-24 03:00:00,Unknown
1958297N12161,WP,1958,MARIE,,940.0,4,93,1958-10-23 18:00:00,1958-11-04 06:00:00,Unknown
1958310N16085,NI,1958,UNNAMED,,,-5,28,1958-11-05 18:00:00,1958-11-09 03:00:00,Unknown
1958320S08099,SI,1959,UNNAMED,,992.0,-1,87,1958-11-16 06:00:00,1958-11-22 22:00:00,Unknown
1958322N08093,NI,1958,UNNAMED,,,-5,92,1958-11-17 18:00:00,1958-11-29 03:00:00,Unknown
1958323N06108,WP,1958,UNNAMED,,,-5,21,1958-11-18 12:00:00,1958-11-21 00:00:00,Unknown
1958325N11133,WP,1958,NANCY,,920.0,5,47,1958-11-21 00:00:00,1958-11-26 18:00:00,Unknown
1958326N10119,WP,1958,UNNAMED,,,-5,27,1958-11-22 00:00:00,1958-11-25 06:00:00,Unknown
1958332N11139,WP,1958,PAMELA,,1000.0,0,47,1958-11-28 06:00:00,1958-12-04 00:00:00,Unknown
1958335N05170,WP,1958,OLGA,,950.0,4,67,1958-12-01 06:00:00,1958-12-09 12:00:00,Unknown
1958344N12141,WP,1958,UNNAMED,,985.0,-5,25,1958-12-09 18:00:00,1958-12-12 18:00:00,Unknown
1958351S19041,SI,1959,UNNAMED,,,-5,33,1958-12-17 06:00:00,1958-12-21 06:00:00,Unknown
1958364S13108,SI,1959,UNNAMED,,1000.0,-5,63,1958-12-29 23:00:00,1959-01-04 23:00:00,Unknown
1959004S14124,SI,1959,BERTHA,,985.0,-5,97,1959-01-04 01:00:00,1959-01-12 18:00:00,Unknown
1959004S15101,SI,1959,UNNAMED,,,-5,16,1959-01-04 11:00:00,1959-01-05 23:00:00,Unknown
1959010S19037,SI,1959,UNNAMED,,,-5,41,1959-01-10 06:00:00,1959-01-15 06:00:00,Unknown
1959013S20042,SI,1959,UNNAMED,,,-5,25,1959-01-13 06:00:00,1959-01-16 06:00:00,Unknown
1959024S10050,SI,1959,UNNAMED,,,-5,25,1959-01-24 00:00:00,1959-01-27 00:00:00,Unknown
1959026S11061,SI,1959,UNNAMED,,,-5,49,1959-01-26 06:00:00,1959-02-01 06:00:00,Unknown
1959027S10059,SI,1959,UNNAMED,,,-5,37,1959-01-26 18:00:00,1959-01-31 06:00:00,Unknown
1959038S08099,SI,1959,UNNAMED,,,-5,29,1959-02-06 18:00:00,1959-02-10 06:00:00,Unknown
1959039S10096,SI,1959,UNNAMED,,1001.0,-1,61,1959-02-07 16:00:00,1959-02-12 01:00:00,Unknown
1959040S13060,SI,1959,UNNAMED,,,-5,49,1959-02-09 06:00:00,1959-02-15 06:00:00,Unknown
1959045S13044,SI,1959,UNNAMED,,,-5,105,1959-02-14 06:00:00,1959-02-27 06:00:00,Unknown
1959058N09141,WP,1959,RUBY,,998.0,0,23,1959-02-26 18:00:00,1959-03-01 12:00:00,Unknown
1959060S12059,SI,1959,UNNAMED,,,-5,65,1959-03-01 06:00:00,1959-03-09 06:00:00,Unknown
1959063N06165,WP,1959,SALLY,,990.0,0,111,1959-03-04 00:00:00,1959-03-17 18:00:00,Unknown
1959064S13108,SI,1959,UNNAMED,,990.0,-5,70,1959-03-04 23:00:00,1959-03-11 01:00:00,Unknown
1959072S13065,SI,1959,UNNAMED,,,-5,89,1959-03-13 06:00:00,1959-03-24 06:00:00,Unknown
1959075S14107,SI,1959,UNNAMED,,980.0,-5,71,1959-03-16 01:00:00,1959-03-22 01:00:00,Unknown
1959081S12064,SI,1959,UNNAMED,,,-5,129,1959-03-22 06:00:00,1959-04-07 06:00:00,Unknown
1959092S10135,SI,1959,UNNAMED,,990.0,-5,109,1959-04-02 09:00:00,1959-04-11 23:00:00,Unknown
1959104N05149,WP,1959,TILDA,,930.0,4,87,1959-04-13 18:00:00,1959-04-24 12:00:00,Unknown
1959109S12076,SI,1959,UNNAMED,,,-5,37,1959-04-18 18:00:00,1959-04-23 06:00:00,Unknown
1959139N09071,NI,1959,UNNAMED,,,-5,44,1959-05-18 18:00:00,1959-05-24 03:00:00,Unknown
1959174N10085,NI,1959,UNNAMED,,,-5,12,1959-06-22 18:00:00,1959-06-24 03:00:00,Unknown
1959176N18071,NI,1959,UNNAMED,,,-5,36,1959-06-24 18:00:00,1959-06-29 03:00:00,Unknown
1959178N11109,WP,1959,VIOLET,,,-5,17,1959-06-27 06:00:00,1959-06-29 06:00:00,Unknown
1959179N18089,NI,1959,UNNAMED,,,-5,44,1959-06-27 18:00:00,1959-07-03 03:00:00,Unknown
1959185N16118,WP,1959,WILDA,,990.0,-5,55,1959-07-03 18:00:00,1959-07-10 12:00:00,Unknown
1959185N19089,NI,1959,UNNAMED,,,-5,12,1959-07-03 18:00:00,1959-07-05 03:00:00,Unknown
1959190N08145,WP,1959,BILLIE,,970.0,2,91,1959-07-08 12:00:00,1959-07-19 18:00:00,Unknown
1959191N21090,NI,1959,UNNAMED,,,-5,68,1959-07-09 18:00:00,1959-07-18 03:00:00,Unknown
1959198N16088,NI,1959,UNNAMED,,,-5,20,1959-07-16 18:00:00,1959-07-19 03:00:00,Unknown
1959209N16115,WP,1959,UNNAMED,,,-5,23,1959-07-28 00:00:00,1959-07-30 18:00:00,Unknown
1959211N21148,WP,1959,ELLEN,,965.0,3,115,1959-07-30 00:00:00,1959-08-13 06:00:00,Unknown
1959215N24089,NI,1959,UNNAMED,,,-5,28,1959-08-02 18:00:00,1959-08-06 03:00:00,Unknown
1959222N15153,WP,1959,GEORGIA,,960.0,3,51,1959-08-10 00:00:00,1959-08-16 06:00:00,Unknown
1959226N16140,WP,1959,HOPE,,,-5,51,1959-08-13 18:00:00,1959-08-20 00:00:00,Unknown
1959230N13111,WP,1959,UNNAMED,,,-5,19,1959-08-18 06:00:00,1959-08-20 12:00:00,Unknown
1959231N16130,WP,1959,IRIS,,965.0,2,41,1959-08-18 18:00:00,1959-08-23 18:00:00,Unknown
1959236N10132,WP,1959,KATE,,1000.0,0,31,1959-08-24 00:00:00,1959-08-27 18:00:00,Unknown
1959236N12139,WP,1959,JOAN,,885.0,5,81,1959-08-23 18:00:00,1959-09-02 18:00:00,Unknown
1959237N18086,NI,1959,UNNAMED,,,-5,20,1959-08-24 18:00:00,1959-08-27 03:00:00,Unknown
1959241N12148,WP,1959,LOUISE,,965.0,4,87,1959-08-29 06:00:00,1959-09-09 00:00:00,Unknown
1959245N17112,WP,1959,MARGE,,,-5,15,1959-09-01 18:00:00,1959-09-03 12:00:00,Unknown
1959248N09160,WP,1959,OPAL:RUTH,,,0,9,1959-09-05 06:00:00,1959-09-06 06:00:00,Unknown
1959248N13132,WP,1959,NORA,,988.0,0,73,1959-09-05 06:00:00,1959-09-14 06:00:00,Unknown
1959249N19181,WP,1959,PATSY,120.0,990.0,4,16,1959-09-07 21:00:00,1959-09-11 00:00:00,Intense (>=96kt)
1959253N21086,NI,1959,UNNAMED,,,-5,44,1959-09-09 18:00:00,1959-09-15 03:00:00,Unknown
1959254N14148,WP,1959,SARAH,,905.0,5,105,1959-09-10 12:00:00,1959-09-23 12:00:00,Unknown
1959261N11143,WP,1959,THELMA,,,-5,33,1959-09-18 06:00:00,1959-09-22 06:00:00,Unknown
1959263N11160,WP,1959,VERA,,895.0,5,75,1959-09-20 00:00:00,1959-09-29 06:00:00,Unknown
1959266N13108,WP,1959,UNNAMED,,,-5,13,1959-09-22 12:00:00,1959-09-24 00:00:00,Unknown
1959270N17092,NI,1959,UNNAMED,,,-5,44,1959-09-26 18:00:00,1959-10-02 03:00:00,Unknown
1959274N09137,WP,1959,AMY,,980.0,1,75,1959-10-01 00:00:00,1959-10-10 06:00:00,Unknown
1959275N16120,WP,1959,UNNAMED,,,-5,17,1959-10-02 00:00:00,1959-10-04 00:00:00,Unknown
1959278N15118,WP,1959,BABS,,1004.0,0,49,1959-10-04 18:00:00,1959-10-10 18:00:00,Unknown
1959281N09143,WP,1959,CHARLOTTE,,905.0,5,101,1959-10-07 18:00:00,1959-10-20 06:00:00,Unknown
1959284N20072,NI,1959,UNNAMED,,,-5,60,1959-10-10 18:00:00,1959-10-18 03:00:00,Unknown
1959286N07168,WP,1959,DINAH,,915.0,5,90,1959-10-12 18:00:00,1959-10-23 21:00:00,Unknown
1959299N18144,WP,1959,UNNAMED,,,-5,21,1959-10-25 12:00:00,1959-10-28 00:00:00,Unknown
1959300N09083,NI,1959,UNNAMED,,,-5,28,1959-10-26 18:00:00,1959-10-30 03:00:00,Unknown
1959303S07066,SI,1960,UNNAMED,,,-5,45,1959-10-29 18:00:00,1959-11-04 06:00:00,Unknown
1959305N06167,WP,1959,EMMA,,960.0,3,117,1959-11-01 00:00:00,1959-11-15 12:00:00,Unknown
1959307N13140,WP,1959,UNNAMED,,,-5,105,1959-11-03 00:00:00,1959-11-16 00:00:00,Unknown
1959317N09137,WP,1959,FREDA,,945.0,4,65,1959-11-13 00:00:00,1959-11-21 00:00:00,Unknown
1959325S06088,SI,1960,UNNAMED,,,-5,45,1959-11-20 18:00:00,1959-11-26 06:00:00,Unknown
1959332N10081,NI,1959,UNNAMED,,,-5,68,1959-11-27 18:00:00,1959-12-06 03:00:00,Unknown
1959335S12065,SI,1960,UNNAMED,,,-5,81,1959-12-01 06:00:00,1959-12-11 06:00:00,Unknown
1959339N09091,NI,1959,UNNAMED,,,-5,20,1959-12-04 18:00:00,1959-12-07 03:00:00,Unknown
1959346N06147,WP,1959,GILDA,,925.0,5,87,1959-12-11 18:00:00,1959-12-22 12:00:00,Unknown
1959356N05152,WP,1959,HARRIET,,930.0,4,103,1959-12-22 00:00:00,1960-01-03 18:00:00,Unknown
1959359S12133,SI,1960,UNNAMED,,992.0,-5,7,1959-12-24 12:00:00,1959-12-25 03:00:00,Unknown
1959360S13072,SI,1960,UNNAMED,,,-5,73,1959-12-26 06:00:00,1960-01-04 06:00:00,Unknown
1960012S12081,SI,1960,UNNAMED,,,-5,85,1960-01-11 18:00:00,1960-01-22 06:00:00,Unknown
1960022S15124,SI,1960,UNNAMED,,980.0,-5,89,1960-01-22 01:00:00,1960-01-29 23:00:00,Unknown
1960028N06135,WP,1960,IVY,,,-5,51,1960-01-28 06:00:00,1960-02-03 12:00:00,Unknown
1960028S18043,SI,1960,UNNAMED,,,-5,33,1960-01-28 06:00:00,1960-02-01 06:00:00,Unknown
1960051S10073,SI,1960,UNNAMED,,,-5,89,1960-02-20 06:00:00,1960-03-02 06:00:00,Unknown
1960067N08148,WP,1960,JEAN,,,-5,31,1960-03-07 00:00:00,1960-03-10 18:00:00,Unknown
1960075S12149,SI,1960,UNNAMED,,965.0,-5,94,1960-03-21 21:00:00,1960-03-27 23:00:00,Unknown
1960078S20037,SI,1960,UNNAMED,,,-5,73,1960-03-18 06:00:00,1960-03-27 06:00:00,Unknown
1960091S10077,SI,1960,UNNAMED,,,-5,61,1960-03-30 18:00:00,1960-04-07 06:00:00,Unknown
1960112N09127,WP,1960,KAREN,,990.0,1,47,1960-04-21 06:00:00,1960-04-27 00:00:00,Unknown
1960112S09129,SI,1960,UNNAMED,,980.0,-5,69,1960-04-20 23:00:00,1960-04-27 01:00:00,Unknown
1960132N09070,NI,1960,UNNAMED,,,-5,60,1960-05-10 18:00:00,1960-05-18 03:00:00,Unknown
1960146N08131,WP,1960,LUCILLE,,985.0,0,81,1960-05-25 06:00:00,1960-06-04 06:00:00,Unknown
1960148N12125,WP,1960,LUCILLE,,,-5,9,1960-05-26 15:00:00,1960-05-27 15:00:00,Unknown
1960148N20089,NI,1960,UNNAMED,,,-5,20,1960-05-26 18:00:00,1960-05-29 03:00:00,Unknown
1960154N12137,WP,1960,NADINE,,985.0,0,83,1960-06-01 18:00:00,1960-06-12 00:00:00,Unknown
1960154N17116,WP,1960,MARY,,980.0,1,91,1960-06-02 00:00:00,1960-06-13 06:00:00,Unknown
1960164N29134,WP,1960,MARY,,992.0,-5,51,1960-06-11 15:00:00,1960-06-17 21:00:00,Unknown
1960173N08137,WP,1960,OLIVE,,950.0,4,83,1960-06-21 06:00:00,1960-07-01 12:00:00,Unknown
1960175N13115,WP,1960,UNNAMED,,,-5,37,1960-06-22 18:00:00,1960-06-27 06:00:00,Unknown
1960182N20089,NI,1960,UNNAMED,,,-5,28,1960-06-29 18:00:00,1960-07-03 03:00:00,Unknown
1960185N21070,NI,1960,UNNAMED,,,-5,12,1960-07-02 18:00:00,1960-07-04 03:00:00,Unknown
1960197S05098,SI,1961,UNNAMED,,995.0,-5,49,1960-07-15 00:00:00,1960-07-21 00:00:00,Unknown
1960199N17129,WP,1960,POLLY,,950.0,4,133,1960-07-17 00:00:00,1960-08-02 12:00:00,Unknown
1960207N22154,WP,1960,ROSE,,990.0,0,56,1960-07-24 12:00:00,1960-07-31 09:00:00,Unknown
1960210N13134,WP,1960,SHIRLEY,,910.0,4,77,1960-07-27 18:00:00,1960-08-06 06:00:00,Unknown
1960211N15115,WP,1960,UNNAMED,,,-5,41,1960-07-29 06:00:00,1960-08-03 06:00:00,Unknown
1960215N11138,WP,1960,TRIX,,930.0,4,95,1960-08-02 06:00:00,1960-08-14 00:00:00,Unknown
1960218N18119,WP,1960,UNNAMED,,,-5,21,1960-08-05 06:00:00,1960-08-07 18:00:00,Unknown
1960219N20153,WP,1960,UNNAMED,,1000.0,-5,29,1960-08-06 00:00:00,1960-08-09 12:00:00,Unknown
1960220N18140,WP,1960,VIRGINIA,,980.0,2,49,1960-08-07 00:00:00,1960-08-13 00:00:00,Unknown
1960221N22122,WP,1960,TRIX,,,-5,23,1960-08-08 00:00:00,1960-08-10 18:00:00,Unknown
1960222N21089,NI,1960,UNNAMED,,,-5,12,1960-08-08 18:00:00,1960-08-10 03:00:00,Unknown
1960223N21127,WP,1960,AGNES,,994.0,0,65,1960-08-10 00:00:00,1960-08-18 00:00:00,Unknown
1960223N23136,WP,1960,WENDY,,990.0,1,47,1960-08-10 00:00:00,1960-08-15 18:00:00,Unknown
1960226N19090,NI,1960,UNNAMED,,,-5,60,1960-08-12 18:00:00,1960-08-20 03:00:00,Unknown
1960226N20117,WP,1960,UNNAMED,,,-5,25,1960-08-13 06:00:00,1960-08-16 06:00:00,Unknown
1960227N21144,WP,1960,BESS,,980.0,1,121,1960-08-13 12:00:00,1960-08-28 12:00:00,Unknown
1960227N23126,WP,1960,CARMEN,,975.0,1,91,1960-08-14 06:00:00,1960-08-25 12:00:00,Unknown
1960230N13155,WP,1960,DELLA,,970.0,2,151,1960-08-17 00:00:00,1960-09-04 18:00:00,Unknown
1960231N22117,WP,1960,ELAINE,,975.0,1,73,1960-08-17 18:00:00,1960-08-26 18:00:00,Unknown
1960235N10159,WP,1960,FAYE,,945.0,4,123,1960-08-21 12:00:00,1960-09-05 18:00:00,Unknown
1960237N20090,NI,1960,UNNAMED,,,-5,36,1960-08-23 18:00:00,1960-08-28 03:00:00,Unknown
1960243N11137,WP,1960,GLORIA,,,0,53,1960-08-29 18:00:00,1960-09-05 06:00:00,Unknown
1960244N25124,WP,1960,GLORIA,,1008.0,-5,19,1960-08-31 00:00:00,1960-09-02 06:00:00,Unknown
1960248N15148,WP,1960,HESTER,,1000.0,0,61,1960-09-04 00:00:00,1960-09-11 12:00:00,Unknown
1960253N09153,WP,1960,IRMA,,,0,89,1960-09-09 00:00:00,1960-09-20 00:00:00,Unknown
1960260N14119,WP,1960,UNNAMED,,,-5,11,1960-09-15 18:00:00,1960-09-17 00:00:00,Unknown
1960261N21123,WP,1960,IRMA,,,-5,39,1960-09-17 00:00:00,1960-09-21 18:00:00,Unknown
1960267N18116,WP,1960,UNNAMED,,,-5,41,1960-09-22 12:00:00,1960-09-27 12:00:00,Unknown
1960268N22153,WP,1960,JUDY,,980.0,0,69,1960-09-23 18:00:00,1960-10-02 06:00:00,Unknown
1960270N21087,NI,1960,UNNAMED,,,-5,12,1960-09-25 18:00:00,1960-09-27 03:00:00,Unknown
1960273N10142,WP,1960,KIT,,960.0,2,117,1960-09-29 06:00:00,1960-10-13 18:00:00,Unknown
1960273N13117,NI,1960,UNNAMED,,,-5,44,1960-10-05 18:00:00,1960-10-11 03:00:00,Unknown
1960273N13117,WP,1960,UNNAMED,,,-5,56,1960-09-28 18:00:00,1960-10-05 15:00:00,Unknown
1960282N21132,WP,1960,LOLA,,970.0,1,75,1960-10-08 00:00:00,1960-10-17 06:00:00,Unknown
1960286N11163,WP,1960,MAMIE,,940.0,4,97,1960-10-11 12:00:00,1960-10-23 12:00:00,Unknown
1960294N13138,WP,1960,NINA,,950.0,3,75,1960-10-20 00:00:00,1960-10-29 06:00:00,Unknown
1960297N40158,WP,1960,MAMIE,,990.0,-5,28,1960-10-22 12:00:00,1960-10-25 21:00:00,Unknown
1960302N08090,NI,1960,UNNAMED,,,-5,28,1960-10-27 18:00:00,1960-10-31 03:00:00,Unknown
1960312N11069,NI,1960,UNNAMED,,,-5,28,1960-11-06 18:00:00,1960-11-10 03:00:00,Unknown
1960313N10119,WP,1960,UNNAMED,,,-5,21,1960-11-08 06:00:00,1960-11-10 18:00:00,Unknown
1960314N07109,WP,1960,UNNAMED,,,-5,13,1960-11-08 12:00:00,1960-11-10 00:00:00,Unknown
1960315N10081,NI,1960,UNNAMED,,,-5,1,1960-11-10 03:00:00,1960-11-10 03:00:00,Unknown
1960315N10082,NI,1960,UNNAMED,,,-5,3,1960-11-09 18:00:00,1960-11-10 00:00:00,Unknown
1960316S11083,SI,1961,ANNA,,,-5,25,1960-11-11 06:00:00,1960-11-14 06:00:00,Unknown
1960321N11067,NI,1960,UNNAMED,,,-5,60,1960-11-15 18:00:00,1960-11-23 03:00:00,Unknown
1960324N11084,NI,1960,UNNAMED,,,-5,12,1960-11-18 18:00:00,1960-11-20 03:00:00,Unknown
1960327N09161,WP,1960,OPHELIA,,925.0,4,121,1960-11-21 12:00:00,1960-12-06 12:00:00,Unknown
1960331N10088,NI,1960,UNNAMED,,,-5,52,1960-11-25 18:00:00,1960-12-02 03:00:00,Unknown
1960332N08105,NI,1960,UNNAMED,,,-5,12,1960-11-27 21:00:00,1960-11-29 06:00:00,Unknown
1960332N08105,WP,1960,UNNAMED,,,-5,11,1960-11-26 12:00:00,1960-11-27 18:00:00,Unknown
1960334S12087,SI,1961,BARBARA,,,-5,35,1960-11-29 00:00:00,1960-12-03 06:00:00,Unknown
1960346N07148,WP,1960,PHYLLIS,,965.0,3,79,1960-12-11 00:00:00,1960-12-20 18:00:00,Unknown
1960350S08131,SI,1961,UNNAMED,,969.0,-5,103,1960-12-14 23:00:00,1960-12-24 01:00:00,Unknown
1960364S07096,SI,1961,UNNAMED,,1000.0,-5,79,1960-12-28 16:00:00,1961-01-03 01:00:00,Unknown
1961001S13092,SI,1961,UNNAMED,,,-5,37,1960-12-31 18:00:00,1961-01-03 06:00:00,Unknown
1961001S18039,SI,1961,CLARA,,,-5,43,1961-01-01 00:00:00,1961-01-06 06:00:00,Unknown
1961009N10082,NI,1961,UNNAMED,,,-5,16,1961-01-09 06:00:00,1961-01-11 03:00:00,Unknown
1961014N07141,WP,1961,RITA,,996.0,0,55,1961-01-13 12:00:00,1961-01-20 06:00:00,Unknown
1961014S10135,SI,1961,UNNAMED,,920.0,-5,118,1961-01-14 06:00:00,1961-01-27 01:00:00,Unknown
1961014S10495,SI,1961,UNNAMED,,,-5,112,1961-01-14 03:00:00,1961-01-26 06:00:00,Unknown
1961017S10135,SI,1961,UNNAMED,,,-5,119,1961-01-17 03:00:00,1961-01-28 23:00:00,Unknown
1961024S10057,SI,1961,DORIS,,,-5,77,1961-01-23 18:00:00,1961-02-02 06:00:00,Unknown
1961038S13070,SI,1961,EVA,,,-5,27,1961-02-07 00:00:00,1961-02-10 06:00:00,Unknown
1961040S15117,SI,1961,UNNAMED,,985.0,-5,40,1961-02-09 01:00:00,1961-02-13 01:00:00,Unknown
