ID,Type,RequestedTimestamp,RequestedLat,RequestedLon,ERA5Timestamp,CenterLat,CenterLon,GridDistanceKm,QC_Status
CTRL_070,Control,1986-02-20T18:00:00,-16.7,90.2,1986-02-20T18:00:00,-16.75,90.25,7.6982,PASSED
CTRL_071,Control,2013-02-02T18:00:00,-15.5,100.0,2013-02-02T18:00:00,-15.5,100.0,0.0,PASSED
CTRL_072,Control,2006-02-15T12:00:00,-24.6,104.7,2006-02-15T12:00:00,-24.5,104.75,12.2155,PASSED
CTRL_073,Control,1997-03-25T00:00:00,-9.3,53.7,1997-03-25T00:00:00,-9.25,53.75,7.8115,PASSED
CTRL_074,Control,1983-03-29T06:00:00,-5.9,46.7,1983-03-29T06:00:00,-6.0,46.75,12.4186,PASSED
CTRL_075,Control,1997-03-09T18:00:00,-6.7,88.4,1997-03-09T18:00:00,-6.75,88.5,12.3636,PASSED
CTRL_076,Control,2021-03-17T12:00:00,-6.2,60.4,2021-03-17T12:00:00,-6.25,60.5,12.3734,PASSED
CTRL_077,Control,1982-03-28T06:00:00,-6.6,51.6,1982-03-28T06:00:00,-6.5,51.5,15.6741,PASSED
CTRL_078,Control,2021-03-07T12:00:00,-13.4,108.8,2021-03-07T12:00:00,-13.5,108.75,12.3645,PASSED
CTRL_079,Control,2010-03-15T00:00:00,-11.3,105.3,2010-03-15T00:00:00,-11.25,105.25,7.7872,PASSED
CTRL_080,Control,2019-03-02T18:00:00,-12.2,59.5,2019-03-02T18:00:00,-12.25,59.5,5.5598,PASSED
CTRL_081,Control,1995-03-14T12:00:00,-13.9,100.9,1995-03-14T12:00:00,-14.0,101.0,15.4952,PASSED
CTRL_082,Control,1991-03-11T18:00:00,-10.8,101.3,1991-03-11T18:00:00,-10.75,101.25,7.7937,PASSED
CTRL_083,Control,1999-03-13T00:00:00,-13.1,41.6,1999-03-13T00:00:00,-13.0,41.5,15.5236,PASSED
CTRL_084,Control,1991-03-01T06:00:00,-16.2,66.9,1991-03-01T06:00:00,-16.25,67.0,12.0375,PASSED
CTRL_085,Control,2016-04-24T00:00:00,-7.5,65.8,2016-04-24T00:00:00,-7.5,65.75,5.5122,PASSED
CTRL_086,Control,2002-04-15T00:00:00,-8.7,84.3,2002-04-15T00:00:00,-8.75,84.25,7.8173,PASSED
CTRL_087,Control,2012-04-05T18:00:00,-11.8,62.7,2012-04-05T18:00:00,-11.75,62.75,7.7804,PASSED
CTRL_088,Control,2008-04-10T00:00:00,-14.1,66.7,2008-04-10T00:00:00,-14.0,66.75,12.3585,PASSED
CTRL_089,Control,2025-04-21T12:00:00,-20.6,80.6,2025-04-21T12:00:00,-20.5,80.5,15.2332,PASSED
CTRL_090,Control,2002-05-26T06:00:00,-6.0,79.3,2002-05-26T06:00:00,-6.0,79.25,5.5293,PASSED
CTRL_091,Control,1996-09-16T12:00:00,-3.4,53.2,1996-09-16T12:00:00,-3.5,53.25,12.4275,PASSED
CTRL_092,Control,2017-10-22T12:00:00,-8.0,118.7,2017-10-22T12:00:00,-8.0,118.75,5.5056,PASSED
CTRL_093,Control,1984-11-01T18:00:00,-7.8,54.4,1984-11-01T18:00:00,-7.75,54.5,12.3406,PASSED
CTRL_094,Control,2025-11-02T00:00:00,-8.0,49.8,2025-11-02T00:00:00,-8.0,49.75,5.5056,PASSED
CTRL_095,Control,2012-11-27T00:00:00,-6.0,105.5,2012-11-27T00:00:00,-6.0,105.5,0.0,PASSED
CTRL_096,Control,2004-12-15T06:00:00,-5.3,67.8,2004-12-15T06:00:00,-5.25,67.75,7.846,PASSED
CTRL_097,Control,2015-12-28T12:00:00,-8.8,102.3,2015-12-28T12:00:00,-8.75,102.25,7.8168,PASSED
CTRL_098,Control,2023-12-06T12:00:00,-10.1,106.6,2023-12-06T12:00:00,-10.0,106.5,15.6052,PASSED
CTRL_099,Control,1996-12-24T12:00:00,-13.4,75.5,1996-12-24T12:00:00,-13.5,75.5,11.1195,PASSED
CTRL_100,Control,2015-12-21T18:00:00,-11.6,66.8,2015-12-21T18:00:00,-11.5,66.75,12.382,PASSED
CTRL_101,Control,1995-01-07T12:00:00,17.5,141.4,1995-01-07T12:00:00,17.5,141.5,10.6049,PASSED
CTRL_102,Control,1992-04-14T12:00:00,3.8,158.2,1992-04-14T12:00:00,3.75,158.25,7.8542,PASSED
CTRL_103,Control,1983-04-12T00:00:00,4.4,118.8,1983-04-12T00:00:00,4.5,118.75,12.4245,PASSED
CTRL_104,Control,1991-05-28T18:00:00,6.1,146.3,1991-05-28T18:00:00,6.0,146.25,12.4182,PASSED
CTRL_105,Control,2008-06-06T00:00:00,10.2,100.1,2008-06-06T00:00:00,10.25,100.0,12.2743,PASSED
CTRL_106,Control,2009-06-15T00:00:00,10.3,176.9,2009-06-15T00:00:00,10.25,177.0,12.2727,PASSED
CTRL_107,Control,1988-06-26T18:00:00,21.7,140.7,1988-06-26T18:00:00,21.75,140.75,7.5886,PASSED
CTRL_108,Control,1993-07-31T18:00:00,13.4,116.2,1993-07-31T18:00:00,13.5,116.25,12.3645,PASSED
CTRL_109,Control,1998-07-22T18:00:00,13.5,126.1,1998-07-22T18:00:00,13.5,126.0,10.8123,PASSED
CTRL_110,Control,2004-07-14T00:00:00,14.2,158.2,2004-07-14T00:00:00,14.25,158.25,7.7431,PASSED
CTRL_111,Control,2012-07-22T06:00:00,15.0,177.6,2012-07-22T06:00:00,15.0,177.5,10.7406,PASSED
CTRL_112,Control,1981-07-04T00:00:00,18.4,153.5,1981-07-04T00:00:00,18.5,153.5,11.1195,PASSED
CTRL_113,Control,2000-07-31T00:00:00,16.3,113.5,2000-07-31T00:00:00,16.25,113.5,5.5598,PASSED
CTRL_114,Control,2007-07-21T12:00:00,18.9,115.8,2007-07-21T12:00:00,19.0,115.75,12.3002,PASSED
CTRL_115,Control,1982-07-21T12:00:00,23.7,165.5,1982-07-21T12:00:00,23.75,165.5,5.5598,PASSED
CTRL_116,Control,1980-07-18T18:00:00,26.8,178.1,1980-07-18T18:00:00,26.75,178.0,11.3781,PASSED
CTRL_117,Control,2011-07-12T12:00:00,6.3,117.9,2011-07-12T12:00:00,6.25,118.0,12.3724,PASSED
CTRL_118,Control,2010-07-02T00:00:00,9.5,141.6,2010-07-02T00:00:00,9.5,141.5,10.967,PASSED
CTRL_119,Control,1985-08-10T06:00:00,12.6,166.2,1985-08-10T06:00:00,12.5,166.25,12.3731,PASSED
CTRL_120,Control,2003-08-04T00:00:00,10.3,116.0,2003-08-04T00:00:00,10.25,116.0,5.5598,PASSED
CTRL_121,Control,1980-08-22T12:00:00,13.6,155.9,1980-08-22T12:00:00,13.5,156.0,15.5081,PASSED
CTRL_122,Control,2017-08-25T12:00:00,18.9,163.2,2017-08-25T12:00:00,19.0,163.25,12.3002,PASSED
CTRL_123,Control,2019-08-01T00:00:00,17.1,173.0,2019-08-01T00:00:00,17.0,173.0,11.1195,PASSED
CTRL_124,Control,2013-08-28T06:00:00,23.3,146.6,2013-08-28T06:00:00,23.25,146.5,11.6296,PASSED
CTRL_125,Control,2014-08-26T12:00:00,22.9,135.6,2014-08-26T12:00:00,23.0,135.5,15.1158,PASSED
CTRL_126,Control,1984-08-21T06:00:00,22.3,170.5,1984-08-21T06:00:00,22.25,170.5,5.5598,PASSED
CTRL_127,Control,1997-08-10T06:00:00,27.5,168.4,1997-08-10T06:00:00,27.5,168.5,9.8631,PASSED
CTRL_128,Control,2011-08-25T06:00:00,5.9,144.3,2011-08-25T06:00:00,6.0,144.25,12.4186,PASSED
CTRL_129,Control,2007-09-11T00:00:00,11.4,102.6,2007-09-11T00:00:00,11.5,102.5,15.5697,PASSED
CTRL_130,Control,1990-09-25T00:00:00,14.1,163.5,1990-09-25T00:00:00,14.0,163.5,11.1195,PASSED
CTRL_131,Control,1987-09-19T18:00:00,12.7,175.6,1987-09-19T18:00:00,12.75,175.5,12.1883,PASSED
CTRL_132,Control,2022-09-23T18:00:00,14.4,167.5,2022-09-23T18:00:00,14.5,167.5,11.1195,PASSED
CTRL_133,Control,1998-09-07T06:00:00,11.3,171.5,1998-09-07T06:00:00,11.25,171.5,5.5598,PASSED
CTRL_134,Control,1999-09-25T00:00:00,11.8,102.5,1999-09-25T00:00:00,11.75,102.5,5.5598,PASSED
CTRL_135,Control,2017-09-25T00:00:00,24.9,153.9,2017-09-25T00:00:00,25.0,154.0,15.0095,PASSED
CTRL_136,Control,2011-09-17T18:00:00,21.7,174.4,2011-09-17T18:00:00,21.75,174.5,11.7309,PASSED
CTRL_137,Control,2016-09-19T18:00:00,6.2,105.5,2016-09-19T18:00:00,6.25,105.5,5.5598,PASSED
CTRL_138,Control,1994-10-02T06:00:00,15.1,109.6,1994-10-02T06:00:00,15.0,109.5,15.458,PASSED
CTRL_139,Control,1996-10-28T12:00:00,17.3,160.4,1996-10-28T12:00:00,17.25,160.5,11.9854,PASSED
CTRL_140,Control,2008-10-27T12:00:00,5.6,128.0,2008-10-27T12:00:00,5.5,128.0,11.1195,PASSED
CTRL_141,Control,2018-10-08T12:00:00,6.4,165.8,2018-10-08T12:00:00,6.5,165.75,12.4163,PASSED
CTRL_142,Control,2008-10-21T18:00:00,7.9,108.5,2008-10-21T18:00:00,8.0,108.5,11.1195,PASSED
CTRL_143,Control,2003-10-21T18:00:00,7.0,142.5,2003-10-21T18:00:00,7.0,142.5,0.0,PASSED
CTRL_144,Control,2000-10-31T00:00:00,6.0,115.9,2000-10-31T00:00:00,6.0,116.0,11.0586,PASSED
CTRL_145,Control,2015-10-25T06:00:00,5.4,111.5,2015-10-25T06:00:00,5.5,111.5,11.1195,PASSED
CTRL_146,Control,1998-10-24T06:00:00,8.0,158.6,1998-10-24T06:00:00,8.0,158.5,11.0113,PASSED
CTRL_147,Control,2011-11-15T00:00:00,15.5,140.1,2011-11-15T00:00:00,15.5,140.0,10.7151,PASSED
CTRL_148,Control,1981-11-20T00:00:00,7.7,172.4,1981-11-20T00:00:00,7.75,172.5,12.3418,PASSED
CTRL_149,Control,1988-12-21T12:00:00,6.7,159.7,1988-12-21T12:00:00,6.75,159.75,7.8357,PASSED
CTRL_150,Control,2014-12-19T12:00:00,7.2,151.7,2014-12-19T12:00:00,7.25,151.75,7.8315,PASSED
