case_id,case_type,case_timestamp,C_phi,shell_grid_count,QC_Status
CTRL_127,Control,1997-08-10T06:00:00,0.7023641007600564,100,PASSED
CTRL_128,Control,2011-08-25T06:00:00,0.6365653432658789,87,PASSED
CTRL_129,Control,2007-09-11T00:00:00,0.5203822390166077,86,PASSED
CTRL_130,Control,1990-09-25T00:00:00,0.6233170075687983,88,PASSED
CTRL_131,Control,1987-09-19T18:00:00,0.6518141300919609,90,PASSED
CTRL_132,Control,2022-09-23T18:00:00,0.6278986533010286,88,PASSED
CTRL_133,Control,1998-09-07T06:00:00,0.6455205260046742,91,PASSED
CTRL_134,Control,1999-09-25T00:00:00,0.6078086829393925,91,PASSED
CTRL_135,Control,2017-09-25T00:00:00,0.7318805357854097,96,PASSED
CTRL_136,Control,2011-09-17T18:00:00,0.6174432051696733,98,PASSED
CTRL_137,Control,2016-09-19T18:00:00,0.5806997162101947,89,PASSED
CTRL_138,Control,1994-10-02T06:00:00,0.5997132223274113,86,PASSED
CTRL_139,Control,1996-10-28T12:00:00,0.6434084271969623,92,PASSED
CTRL_140,Control,2008-10-27T12:00:00,0.6102771021252612,88,PASSED
CTRL_141,Control,2018-10-08T12:00:00,0.7175772096097696,87,PASSED
CTRL_142,Control,2008-10-21T18:00:00,0.629766688386028,88,PASSED
CTRL_143,Control,2003-10-21T18:00:00,0.6390612464160909,92,PASSED
CTRL_144,Control,2000-10-31T00:00:00,0.5862774138761873,89,PASSED
CTRL_145,Control,2015-10-25T06:00:00,0.5826687608257091,88,PASSED
CTRL_146,Control,1998-10-24T06:00:00,0.6408367112061776,89,PASSED
CTRL_147,Control,2011-11-15T00:00:00,0.6419817888811327,93,PASSED
CTRL_148,Control,1981-11-20T00:00:00,0.6303347468784924,88,PASSED
CTRL_149,Control,1988-12-21T12:00:00,0.6186173099880542,91,PASSED
CTRL_150,Control,2014-12-19T12:00:00,0.6247166461526372,91,PASSED
